Unidade do agendamento,Grupo,Mês Atendimento,Procedimentos Padronizados,Custo Direto
MOOCA,ESTÉTICA,Março,CRIOLIPÓLISE,1031.7
MOOCA,ESTÉTICA,Março,DRENAGEM,982.94
MOOCA,ESTÉTICA,Março,HECCUS,453.6
MOOCA,ESTÉTICA,Março,HIDRATAÇÃO,254.76
MOOCA,ESTÉTICA,Março,LIMPEZA DE PELE,2702.32
MOOCA,ESTÉTICA,Março,PEELING DE DIAMANTE,1242.98
MOOCA,ESTÉTICA,Março,PRÓ- SHAPE,39.7
MOOCA,ESTÉTICA,Março,RADIOFREQUÊNCIA,85.94999999999999
MOOCA,ESTÉTICA,Novembro,CARBOXITERAPIA,168.84
MOOCA,ESTÉTICA,Novembro,DRENAGEM,751.66
MOOCA,ESTÉTICA,Novembro,HECCUS,280.8
MOOCA,ESTÉTICA,Novembro,HIDRATAÇÃO,115.8
MOOCA,ESTÉTICA,Novembro,LIMPEZA DE PELE,953.76
MOOCA,ESTÉTICA,Novembro,PEELING DE DIAMANTE,359.81
MOOCA,ESTÉTICA,Novembro,PRÓ- SHAPE,238.20000000000002
MOOCA,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,85.94999999999999
MOOCA,ESTÉTICA,Outubro,CARBOXITERAPIA,192.96
MOOCA,ESTÉTICA,Outubro,CRIOLIPÓLISE,722.19
MOOCA,ESTÉTICA,Outubro,DRENAGEM,1214.22
MOOCA,ESTÉTICA,Outubro,HECCUS,367.20000000000005
MOOCA,ESTÉTICA,Outubro,HIDRATAÇÃO,115.8
MOOCA,ESTÉTICA,Outubro,LIMPEZA DE PELE,1629.3400000000001
MOOCA,ESTÉTICA,Outubro,PEELING DE DIAMANTE,621.49
MOOCA,ESTÉTICA,Outubro,PRÓ- SHAPE,317.6
MOOCA,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,57.3
MOOCA,ESTÉTICA,Setembro,CARBOXITERAPIA,96.48
MOOCA,ESTÉTICA,Setembro,DRENAGEM,636.02
MOOCA,ESTÉTICA,Setembro,HECCUS,129.60000000000002
MOOCA,ESTÉTICA,Setembro,HIDRATAÇÃO,69.48
MOOCA,ESTÉTICA,Setembro,LIMPEZA DE PELE,1351.16
MOOCA,ESTÉTICA,Setembro,PEELING DE DIAMANTE,294.39
MOOCA,ESTÉTICA,Setembro,PRÓ- SHAPE,158.8
MOOCA,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,143.25
MOOCA,LAVIEEN,Abril,LAVIEEN,5224.5
MOOCA,LAVIEEN,Agosto,LAVIEEN,6385.5
MOOCA,LAVIEEN,Agosto,PRÓ-SÉRUM,672.4
MOOCA,LAVIEEN,Fevereiro,LAVIEEN,2805.75
MOOCA,LAVIEEN,Julho,LAVIEEN,7546.5
MOOCA,LAVIEEN,Julho,PRÓ-SÉRUM,874.1199999999999
MOOCA,LAVIEEN,Junho,LAVIEEN,1064.25
MOOCA,LAVIEEN,Junho,PRÓ-SÉRUM,672.4
MOOCA,LAVIEEN,Maio,LAVIEEN,4644.0
MOOCA,LAVIEEN,Maio,PRÓ-SÉRUM,201.71999999999997
MOOCA,LAVIEEN,Março,LAVIEEN,8514.0
MOOCA,LAVIEEN,Novembro,LAVIEEN,2225.25
MOOCA,LAVIEEN,Outubro,LAVIEEN,5321.25
MOOCA,LAVIEEN,Setembro,LAVIEEN,2515.5
MOOCA,MEDICINA ESTÉTICA,Abril,BOTOX POWER,2770.38
MOOCA,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,31.34
MOOCA,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,4467.0
MOOCA,MEDICINA ESTÉTICA,Abril,PRÓ-BELLA,134.2
MOOCA,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,622.65
MOOCA,MEDICINA ESTÉTICA,Abril,RADIESSE,771.18
MOOCA,MEDICINA ESTÉTICA,Abril,RETOQUE,0.0
MOOCA,MEDICINA ESTÉTICA,Abril,SCULPTRA,5170.900000000001
MOOCA,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,2770.38
MOOCA,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,115.48
MOOCA,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,125.36
MOOCA,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,2680.2000000000003
MOOCA,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,539.63
MOOCA,MEDICINA ESTÉTICA,Agosto,RADIESSE,1542.36
MOOCA,MEDICINA ESTÉTICA,Agosto,RETOQUE,0.0
MOOCA,MEDICINA ESTÉTICA,Agosto,SCULPTRA,11375.980000000001
MOOCA,MEDICINA ESTÉTICA,Agosto,SECAGEM,22.5
MOOCA,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,162.46
MOOCA,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,1231.28
MOOCA,MEDICINA ESTÉTICA,Fevereiro,ENZIMA MELASMA,51.12
MOOCA,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,2382.4
MOOCA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-BELLA,67.1
MOOCA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,581.14
MOOCA,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,771.18
MOOCA,MEDICINA ESTÉTICA,Fevereiro,RETOQUE,0.0
MOOCA,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,10341.800000000001
MOOCA,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,487.38
MOOCA,MEDICINA ESTÉTICA,Julho,BOTOX POWER,4001.66
MOOCA,MEDICINA ESTÉTICA,Julho,DERMAROLLER,230.96
MOOCA,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,313.4
MOOCA,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,3573.6000000000004
MOOCA,MEDICINA ESTÉTICA,Julho,PRÓ-BELLA,134.2
MOOCA,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,664.16
MOOCA,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,91.64
MOOCA,MEDICINA ESTÉTICA,Julho,RADIESSE,771.18
MOOCA,MEDICINA ESTÉTICA,Julho,RETOQUE,0.0
MOOCA,MEDICINA ESTÉTICA,Julho,SCULPTRA,15512.7
MOOCA,MEDICINA ESTÉTICA,Julho,SECAGEM,45.0
MOOCA,MEDICINA ESTÉTICA,Junho,BOTOX POWER,1231.28
MOOCA,MEDICINA ESTÉTICA,Junho,DERMAROLLER,230.96
MOOCA,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,156.7
MOOCA,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,2084.6
MOOCA,MEDICINA ESTÉTICA,Junho,PRÓ-BELLA,268.4
MOOCA,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,622.65
MOOCA,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,183.28
MOOCA,MEDICINA ESTÉTICA,Junho,RADIESSE,771.18
MOOCA,MEDICINA ESTÉTICA,Junho,RETOQUE,0.0
MOOCA,MEDICINA ESTÉTICA,Junho,SCULPTRA,9307.62
MOOCA,MEDICINA ESTÉTICA,Junho,SECAGEM,45.0
MOOCA,MEDICINA ESTÉTICA,Maio,BOTOX POWER,3078.2
MOOCA,MEDICINA ESTÉTICA,Maio,DERMAROLLER,230.96
MOOCA,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,344.74
MOOCA,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,1786.8000000000002
MOOCA,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,67.1
MOOCA,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,498.12
MOOCA,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,45.82
MOOCA,MEDICINA ESTÉTICA,Maio,RETOQUE,0.0
MOOCA,MEDICINA ESTÉTICA,Maio,SCULPTRA,11375.980000000001
MOOCA,MEDICINA ESTÉTICA,Março,BOTOX LIGHT,162.46
MOOCA,MEDICINA ESTÉTICA,Março,BOTOX POWER,3078.2
MOOCA,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,31.34
MOOCA,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,5062.6
MOOCA,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,67.1
MOOCA,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,747.18
MOOCA,MEDICINA ESTÉTICA,Março,RADIESSE,771.18
MOOCA,MEDICINA ESTÉTICA,Março,RETOQUE,0.0
MOOCA,MEDICINA ESTÉTICA,Março,SCULPTRA,5170.900000000001
MOOCA,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,923.46
MOOCA,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,62.68
MOOCA,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,1489.0
MOOCA,MEDICINA ESTÉTICA,Novembro,PRÓ-BELLA,67.1
MOOCA,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,207.54999999999998
MOOCA,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,91.64
MOOCA,MEDICINA ESTÉTICA,Novembro,SCULPTRA,2068.36
MOOCA,MEDICINA ESTÉTICA,Novembro,SECAGEM,45.0
MOOCA,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,162.46
MOOCA,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,3693.84
MOOCA,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,230.96
MOOCA,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,196.72
MOOCA,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,156.7
MOOCA,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,2084.6
MOOCA,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,539.63
MOOCA,MEDICINA ESTÉTICA,Outubro,PRÓ-MESO,91.64
MOOCA,MEDICINA ESTÉTICA,Outubro,RETOQUE,0.0
MOOCA,MEDICINA ESTÉTICA,Outubro,SCULPTRA,3102.54
MOOCA,MEDICINA ESTÉTICA,Outubro,SECAGEM,157.5
MOOCA,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,324.92
MOOCA,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,1846.92
MOOCA,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,115.48
MOOCA,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,94.02
MOOCA,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,893.4000000000001
MOOCA,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,207.54999999999998
MOOCA,MEDICINA ESTÉTICA,Setembro,PRÓ-MESO,45.82
MOOCA,MEDICINA ESTÉTICA,Setembro,RETOQUE,0.0
MOOCA,MEDICINA ESTÉTICA,Setembro,SCULPTRA,6205.08
MOOCA,MEDICINA ESTÉTICA,Setembro,SECAGEM,67.5
MOOCA,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,4413.72
MOOCA,ULTRAFORMER_III,Abril,ULTRAFORMER OLHOS,243.12
MOOCA,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,253.12
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,5149.34
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,1682.48
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,243.12
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,1771.8400000000001
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,463.12
MOOCA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,4413.72
MOOCA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,759.36
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,8827.44
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,1258.12
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER MAÇA DO ROSTO,420.62
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,486.24
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,3037.44
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1389.3600000000001
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,5884.96
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,420.62
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,972.48
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,1518.72
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,926.24
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,4413.72
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,506.24
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,926.24
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,5884.96
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,486.24
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,2278.08
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER PESCOÇO,926.24
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,3678.1
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO,1019.08
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,243.12
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,1265.6
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,463.12
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,8827.44
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,420.62
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,1265.6
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,1389.3600000000001
OSASCO,ESTÉTICA,Abril,CARBOXITERAPIA,361.8
OSASCO,ESTÉTICA,Abril,CRIOLIPÓLISE,515.85
OSASCO,ESTÉTICA,Abril,DRENAGEM,1763.51
OSASCO,ESTÉTICA,Abril,HECCUS,129.60000000000002
OSASCO,ESTÉTICA,Abril,LIMPEZA DE PELE,2622.84
OSASCO,ESTÉTICA,Abril,PEELING DE DIAMANTE,2780.35
OSASCO,ESTÉTICA,Abril,RADIOFREQUÊNCIA,229.2
OSASCO,ESTÉTICA,Agosto,CARBOXITERAPIA,337.68
OSASCO,ESTÉTICA,Agosto,CRIOLIPÓLISE,1341.21
OSASCO,ESTÉTICA,Agosto,DRENAGEM,2110.43
OSASCO,ESTÉTICA,Agosto,HECCUS,259.20000000000005
OSASCO,ESTÉTICA,Agosto,HIDRATAÇÃO,393.72
OSASCO,ESTÉTICA,Agosto,LIMPEZA DE PELE,3656.0800000000004
OSASCO,ESTÉTICA,Agosto,PEELING DE DIAMANTE,2878.48
OSASCO,ESTÉTICA,Agosto,PRÓ- SHAPE,397.0
OSASCO,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,257.84999999999997
OSASCO,ESTÉTICA,Fevereiro,CARBOXITERAPIA,434.16
OSASCO,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,1857.06
OSASCO,ESTÉTICA,Fevereiro,DRENAGEM,1358.77
OSASCO,ESTÉTICA,Fevereiro,HECCUS,43.2
OSASCO,ESTÉTICA,Fevereiro,HIDRATAÇÃO,92.64
OSASCO,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,2066.48
OSASCO,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,1144.8500000000001
OSASCO,ESTÉTICA,Fevereiro,PRÓ- SHAPE,79.4
OSASCO,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,343.79999999999995
OSASCO,ESTÉTICA,Julho,CARBOXITERAPIA,603.0
OSASCO,ESTÉTICA,Julho,CRIOLIPÓLISE,1031.7
OSASCO,ESTÉTICA,Julho,DRENAGEM,2226.07
OSASCO,ESTÉTICA,Julho,HECCUS,194.4
OSASCO,ESTÉTICA,Julho,HIDRATAÇÃO,46.32
OSASCO,ESTÉTICA,Julho,LIMPEZA DE PELE,4450.88
OSASCO,ESTÉTICA,Julho,PEELING DE DIAMANTE,4121.46
OSASCO,ESTÉTICA,Julho,PRÓ- SHAPE,238.20000000000002
OSASCO,ESTÉTICA,Julho,RADIOFREQUÊNCIA,257.84999999999997
OSASCO,ESTÉTICA,Junho,CARBOXITERAPIA,506.52000000000004
OSASCO,ESTÉTICA,Junho,CRIOLIPÓLISE,1134.8700000000001
OSASCO,ESTÉTICA,Junho,DRENAGEM,2717.54
OSASCO,ESTÉTICA,Junho,HECCUS,172.8
OSASCO,ESTÉTICA,Junho,HIDRATAÇÃO,69.48
OSASCO,ESTÉTICA,Junho,LIMPEZA DE PELE,3815.04
OSASCO,ESTÉTICA,Junho,PEELING DE DIAMANTE,2551.38
OSASCO,ESTÉTICA,Junho,PRÓ- SHAPE,119.10000000000001
OSASCO,ESTÉTICA,Junho,RADIOFREQUÊNCIA,229.2
OSASCO,ESTÉTICA,Maio,CARBOXITERAPIA,337.68
OSASCO,ESTÉTICA,Maio,CRIOLIPÓLISE,515.85
OSASCO,ESTÉTICA,Maio,DRENAGEM,2833.18
OSASCO,ESTÉTICA,Maio,HECCUS,259.20000000000005
OSASCO,ESTÉTICA,Maio,HIDRATAÇÃO,69.48
OSASCO,ESTÉTICA,Maio,LIMPEZA DE PELE,4450.88
OSASCO,ESTÉTICA,Maio,PEELING DE DIAMANTE,1864.47
OSASCO,ESTÉTICA,Maio,PRÓ- SHAPE,39.7
OSASCO,ESTÉTICA,Maio,RADIOFREQUÊNCIA,286.5
OSASCO,ESTÉTICA,Março,CARBOXITERAPIA,458.28000000000003
OSASCO,ESTÉTICA,Março,DRENAGEM,1214.22
OSASCO,ESTÉTICA,Março,HECCUS,194.4
OSASCO,ESTÉTICA,Março,HIDRATAÇÃO,92.64
OSASCO,ESTÉTICA,Março,LIMPEZA DE PELE,2980.5
OSASCO,ESTÉTICA,Março,PEELING DE DIAMANTE,1242.98
OSASCO,ESTÉTICA,Março,RADIOFREQUÊNCIA,286.5
OSASCO,ESTÉTICA,Novembro,CARBOXITERAPIA,168.84
OSASCO,ESTÉTICA,Novembro,CRIOLIPÓLISE,1547.55
OSASCO,ESTÉTICA,Novembro,DRENAGEM,1445.5
OSASCO,ESTÉTICA,Novembro,HECCUS,151.20000000000002
OSASCO,ESTÉTICA,Novembro,HIDRATAÇÃO,115.8
OSASCO,ESTÉTICA,Novembro,LIMPEZA DE PELE,2424.1400000000003
OSASCO,ESTÉTICA,Novembro,PEELING DE DIAMANTE,588.78
OSASCO,ESTÉTICA,Novembro,PRÓ- SHAPE,317.6
OSASCO,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,85.94999999999999
OSASCO,ESTÉTICA,Outubro,CARBOXITERAPIA,289.44
OSASCO,ESTÉTICA,Outubro,CRIOLIPÓLISE,1547.55
OSASCO,ESTÉTICA,Outubro,DRENAGEM,2717.54
OSASCO,ESTÉTICA,Outubro,HECCUS,280.8
OSASCO,ESTÉTICA,Outubro,HIDRATAÇÃO,254.76
OSASCO,ESTÉTICA,Outubro,LIMPEZA DE PELE,2344.6600000000003
OSASCO,ESTÉTICA,Outubro,PEELING DE DIAMANTE,1962.6000000000001
OSASCO,ESTÉTICA,Outubro,PRÓ- SHAPE,277.90000000000003
OSASCO,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,257.84999999999997
OSASCO,ESTÉTICA,Setembro,CARBOXITERAPIA,385.92
OSASCO,ESTÉTICA,Setembro,CRIOLIPÓLISE,1031.7
OSASCO,ESTÉTICA,Setembro,DRENAGEM,2746.45
OSASCO,ESTÉTICA,Setembro,HECCUS,367.20000000000005
OSASCO,ESTÉTICA,Setembro,HIDRATAÇÃO,555.84
OSASCO,ESTÉTICA,Setembro,LIMPEZA DE PELE,3059.98
OSASCO,ESTÉTICA,Setembro,PEELING DE DIAMANTE,1897.18
OSASCO,ESTÉTICA,Setembro,PRÓ- SHAPE,357.3
OSASCO,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,171.89999999999998
OSASCO,LAVIEEN,Abril,LAVIEEN,7353.0
OSASCO,LAVIEEN,Abril,PRÓ-SÉRUM,201.71999999999997
OSASCO,LAVIEEN,Agosto,LAVIEEN,14319.0
OSASCO,LAVIEEN,Agosto,PRÓ-SÉRUM,1277.56
OSASCO,LAVIEEN,Fevereiro,LAVIEEN,5418.0
OSASCO,LAVIEEN,Julho,LAVIEEN,10352.25
OSASCO,LAVIEEN,Julho,PRÓ-SÉRUM,1344.8
OSASCO,LAVIEEN,Junho,LAVIEEN,10642.5
OSASCO,LAVIEEN,Junho,PRÓ-SÉRUM,874.1199999999999
OSASCO,LAVIEEN,Maio,LAVIEEN,7933.5
OSASCO,LAVIEEN,Maio,PRÓ-SÉRUM,806.8799999999999
OSASCO,LAVIEEN,Novembro,LAVIEEN,2612.25
OSASCO,LAVIEEN,Outubro,LAVIEEN,7353.0
OSASCO,LAVIEEN,Outubro,PRÓ-SÉRUM,2017.1999999999998
OSASCO,LAVIEEN,Setembro,LAVIEEN,11126.25
OSASCO,LAVIEEN,Setembro,PRÓ-SÉRUM,2487.8799999999997
OSASCO,MEDICINA ESTÉTICA,Abril,BOTOX POWER,3078.2
OSASCO,MEDICINA ESTÉTICA,Abril,DERMAROLLER,230.96
OSASCO,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,156.7
OSASCO,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,7742.8
OSASCO,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,498.12
OSASCO,MEDICINA ESTÉTICA,Abril,RADIESSE,1542.36
OSASCO,MEDICINA ESTÉTICA,Abril,RETOQUE,0.0
OSASCO,MEDICINA ESTÉTICA,Abril,SCULPTRA,2068.36
OSASCO,MEDICINA ESTÉTICA,Abril,SECAGEM,90.0
OSASCO,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,324.92
OSASCO,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,4925.12
OSASCO,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,115.48
OSASCO,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,219.38
OSASCO,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,5658.2
OSASCO,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,581.14
OSASCO,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,45.82
OSASCO,MEDICINA ESTÉTICA,Agosto,RADIESSE,771.18
OSASCO,MEDICINA ESTÉTICA,Agosto,RETOQUE,0.0
OSASCO,MEDICINA ESTÉTICA,Agosto,SCULPTRA,6205.08
OSASCO,MEDICINA ESTÉTICA,Agosto,SECAGEM,247.5
OSASCO,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,162.46
OSASCO,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,4001.66
OSASCO,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,115.48
OSASCO,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,62.68
OSASCO,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,1786.8000000000002
OSASCO,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,207.54999999999998
OSASCO,MEDICINA ESTÉTICA,Fevereiro,RETOQUE,0.0
OSASCO,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,5170.900000000001
OSASCO,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,22.5
OSASCO,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,162.46
OSASCO,MEDICINA ESTÉTICA,Julho,BOTOX POWER,9234.6
OSASCO,MEDICINA ESTÉTICA,Julho,DERMAROLLER,346.44
OSASCO,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,344.74
OSASCO,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,6253.8
OSASCO,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,622.65
OSASCO,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,91.64
OSASCO,MEDICINA ESTÉTICA,Julho,RADIESSE,1542.36
OSASCO,MEDICINA ESTÉTICA,Julho,RETOQUE,0.0
OSASCO,MEDICINA ESTÉTICA,Julho,SCULPTRA,10341.800000000001
OSASCO,MEDICINA ESTÉTICA,Julho,SECAGEM,157.5
OSASCO,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,162.46
OSASCO,MEDICINA ESTÉTICA,Junho,BOTOX POWER,6464.22
OSASCO,MEDICINA ESTÉTICA,Junho,ENZIMA MELASMA,51.12
OSASCO,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,250.72
OSASCO,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,6551.6
OSASCO,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,415.09999999999997
OSASCO,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,45.82
OSASCO,MEDICINA ESTÉTICA,Junho,RETOQUE,0.0
OSASCO,MEDICINA ESTÉTICA,Junho,SCULPTRA,6205.08
OSASCO,MEDICINA ESTÉTICA,Junho,SECAGEM,202.5
OSASCO,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,162.46
OSASCO,MEDICINA ESTÉTICA,Maio,BOTOX POWER,6156.4
OSASCO,MEDICINA ESTÉTICA,Maio,DERMAROLLER,115.48
OSASCO,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,282.06
OSASCO,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,3275.8
OSASCO,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,67.1
OSASCO,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,249.06
OSASCO,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,45.82
OSASCO,MEDICINA ESTÉTICA,Maio,RADIESSE,1542.36
OSASCO,MEDICINA ESTÉTICA,Maio,RETOQUE,0.0
OSASCO,MEDICINA ESTÉTICA,Maio,SCULPTRA,9307.62
OSASCO,MEDICINA ESTÉTICA,Maio,SECAGEM,112.5
OSASCO,MEDICINA ESTÉTICA,Março,BOTOX POWER,1231.28
OSASCO,MEDICINA ESTÉTICA,Março,DERMAROLLER,230.96
OSASCO,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,31.34
OSASCO,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,2084.6
OSASCO,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,581.14
OSASCO,MEDICINA ESTÉTICA,Março,RETOQUE,0.0
OSASCO,MEDICINA ESTÉTICA,Março,SCULPTRA,7239.26
OSASCO,MEDICINA ESTÉTICA,Março,SECAGEM,45.0
OSASCO,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,4309.48
OSASCO,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,230.96
OSASCO,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,295.08
OSASCO,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,156.7
OSASCO,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,5062.6
OSASCO,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,705.67
OSASCO,MEDICINA ESTÉTICA,Novembro,RADIESSE,1542.36
OSASCO,MEDICINA ESTÉTICA,Novembro,RETOQUE,0.0
OSASCO,MEDICINA ESTÉTICA,Novembro,SCULPTRA,3102.54
