Unidade do agendamento,Grupo,Mês Atendimento,Procedimentos Padronizados,Duração (min)
MOOCA,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,75
MOOCA,MEDICINA ESTÉTICA,Setembro,PRÓ-MESO,30
MOOCA,MEDICINA ESTÉTICA,Setembro,RETOQUE,30
MOOCA,MEDICINA ESTÉTICA,Setembro,SCULPTRA,180
MOOCA,MEDICINA ESTÉTICA,Setembro,SECAGEM,90
MOOCA,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,360
MOOCA,ULTRAFORMER_III,Abril,ULTRAFORMER OLHOS,30
MOOCA,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,30
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,420
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,180
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,30
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,210
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,40
MOOCA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,360
MOOCA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,90
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,720
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,90
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER MAÇA DO ROSTO,45
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,60
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,360
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,120
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,480
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,45
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,120
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,180
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,80
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,360
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,60
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,80
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,480
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,60
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,270
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER PESCOÇO,80
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,300
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO,90
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,30
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,150
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,40
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,720
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,45
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,150
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,120
OSASCO,ESTÉTICA,Abril,CARBOXITERAPIA,450
OSASCO,ESTÉTICA,Abril,CRIOLIPÓLISE,300
OSASCO,ESTÉTICA,Abril,DRENAGEM,3660
OSASCO,ESTÉTICA,Abril,HECCUS,180
OSASCO,ESTÉTICA,Abril,LIMPEZA DE PELE,3960
OSASCO,ESTÉTICA,Abril,PEELING DE DIAMANTE,2550
OSASCO,ESTÉTICA,Abril,RADIOFREQUÊNCIA,240
OSASCO,ESTÉTICA,Agosto,CARBOXITERAPIA,420
OSASCO,ESTÉTICA,Agosto,CRIOLIPÓLISE,780
OSASCO,ESTÉTICA,Agosto,DRENAGEM,4380
OSASCO,ESTÉTICA,Agosto,HECCUS,360
OSASCO,ESTÉTICA,Agosto,HIDRATAÇÃO,510
OSASCO,ESTÉTICA,Agosto,LIMPEZA DE PELE,5520
OSASCO,ESTÉTICA,Agosto,PEELING DE DIAMANTE,2640
OSASCO,ESTÉTICA,Agosto,PRÓ- SHAPE,600
OSASCO,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,270
OSASCO,ESTÉTICA,Fevereiro,CARBOXITERAPIA,540
OSASCO,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,1080
OSASCO,ESTÉTICA,Fevereiro,DRENAGEM,2820
OSASCO,ESTÉTICA,Fevereiro,HECCUS,60
OSASCO,ESTÉTICA,Fevereiro,HIDRATAÇÃO,120
OSASCO,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,3120
OSASCO,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,1050
OSASCO,ESTÉTICA,Fevereiro,PRÓ- SHAPE,120
OSASCO,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,360
OSASCO,ESTÉTICA,Julho,CARBOXITERAPIA,750
OSASCO,ESTÉTICA,Julho,CRIOLIPÓLISE,600
OSASCO,ESTÉTICA,Julho,DRENAGEM,4620
OSASCO,ESTÉTICA,Julho,HECCUS,270
OSASCO,ESTÉTICA,Julho,HIDRATAÇÃO,60
OSASCO,ESTÉTICA,Julho,LIMPEZA DE PELE,6720
OSASCO,ESTÉTICA,Julho,PEELING DE DIAMANTE,3780
OSASCO,ESTÉTICA,Julho,PRÓ- SHAPE,360
OSASCO,ESTÉTICA,Julho,RADIOFREQUÊNCIA,270
OSASCO,ESTÉTICA,Junho,CARBOXITERAPIA,630
OSASCO,ESTÉTICA,Junho,CRIOLIPÓLISE,660
OSASCO,ESTÉTICA,Junho,DRENAGEM,5640
OSASCO,ESTÉTICA,Junho,HECCUS,240
OSASCO,ESTÉTICA,Junho,HIDRATAÇÃO,90
OSASCO,ESTÉTICA,Junho,LIMPEZA DE PELE,5760
OSASCO,ESTÉTICA,Junho,PEELING DE DIAMANTE,2340
OSASCO,ESTÉTICA,Junho,PRÓ- SHAPE,180
OSASCO,ESTÉTICA,Junho,RADIOFREQUÊNCIA,240
OSASCO,ESTÉTICA,Maio,CARBOXITERAPIA,420
OSASCO,ESTÉTICA,Maio,CRIOLIPÓLISE,300
OSASCO,ESTÉTICA,Maio,DRENAGEM,5880
OSASCO,ESTÉTICA,Maio,HECCUS,360
OSASCO,ESTÉTICA,Maio,HIDRATAÇÃO,90
OSASCO,ESTÉTICA,Maio,LIMPEZA DE PELE,6720
OSASCO,ESTÉTICA,Maio,PEELING DE DIAMANTE,1710
OSASCO,ESTÉTICA,Maio,PRÓ- SHAPE,60
OSASCO,ESTÉTICA,Maio,RADIOFREQUÊNCIA,300
OSASCO,ESTÉTICA,Março,CARBOXITERAPIA,570
OSASCO,ESTÉTICA,Março,DRENAGEM,2520
OSASCO,ESTÉTICA,Março,HECCUS,270
OSASCO,ESTÉTICA,Março,HIDRATAÇÃO,120
OSASCO,ESTÉTICA,Março,LIMPEZA DE PELE,4500
OSASCO,ESTÉTICA,Março,PEELING DE DIAMANTE,1140
OSASCO,ESTÉTICA,Março,RADIOFREQUÊNCIA,300
OSASCO,ESTÉTICA,Novembro,CARBOXITERAPIA,210
OSASCO,ESTÉTICA,Novembro,CRIOLIPÓLISE,900
OSASCO,ESTÉTICA,Novembro,DRENAGEM,3000
OSASCO,ESTÉTICA,Novembro,HECCUS,210
OSASCO,ESTÉTICA,Novembro,HIDRATAÇÃO,150
OSASCO,ESTÉTICA,Novembro,LIMPEZA DE PELE,3660
OSASCO,ESTÉTICA,Novembro,PEELING DE DIAMANTE,540
OSASCO,ESTÉTICA,Novembro,PRÓ- SHAPE,480
OSASCO,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,90
OSASCO,ESTÉTICA,Outubro,CARBOXITERAPIA,360
OSASCO,ESTÉTICA,Outubro,CRIOLIPÓLISE,900
OSASCO,ESTÉTICA,Outubro,DRENAGEM,5640
OSASCO,ESTÉTICA,Outubro,HECCUS,390
OSASCO,ESTÉTICA,Outubro,HIDRATAÇÃO,330
OSASCO,ESTÉTICA,Outubro,LIMPEZA DE PELE,3540
OSASCO,ESTÉTICA,Outubro,PEELING DE DIAMANTE,1800
OSASCO,ESTÉTICA,Outubro,PRÓ- SHAPE,420
OSASCO,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,270
OSASCO,ESTÉTICA,Setembro,CARBOXITERAPIA,480
OSASCO,ESTÉTICA,Setembro,CRIOLIPÓLISE,600
OSASCO,ESTÉTICA,Setembro,DRENAGEM,5700
OSASCO,ESTÉTICA,Setembro,HECCUS,510
OSASCO,ESTÉTICA,Setembro,HIDRATAÇÃO,720
OSASCO,ESTÉTICA,Setembro,LIMPEZA DE PELE,4620
OSASCO,ESTÉTICA,Setembro,PEELING DE DIAMANTE,1740
OSASCO,ESTÉTICA,Setembro,PRÓ- SHAPE,540
OSASCO,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,180
OSASCO,LAVIEEN,Abril,LAVIEEN,1140
OSASCO,LAVIEEN,Abril,PRÓ-SÉRUM,15
OSASCO,LAVIEEN,Agosto,LAVIEEN,2220
OSASCO,LAVIEEN,Agosto,PRÓ-SÉRUM,95
OSASCO,LAVIEEN,Fevereiro,LAVIEEN,840
OSASCO,LAVIEEN,Julho,LAVIEEN,1605
OSASCO,LAVIEEN,Julho,PRÓ-SÉRUM,100
OSASCO,LAVIEEN,Junho,LAVIEEN,1650
OSASCO,LAVIEEN,Junho,PRÓ-SÉRUM,65
OSASCO,LAVIEEN,Maio,LAVIEEN,1230
OSASCO,LAVIEEN,Maio,PRÓ-SÉRUM,60
OSASCO,LAVIEEN,Novembro,LAVIEEN,405
OSASCO,LAVIEEN,Outubro,LAVIEEN,1140
OSASCO,LAVIEEN,Outubro,PRÓ-SÉRUM,150
OSASCO,LAVIEEN,Setembro,LAVIEEN,1725
OSASCO,LAVIEEN,Setembro,PRÓ-SÉRUM,185
OSASCO,MEDICINA ESTÉTICA,Abril,BOTOX POWER,300
OSASCO,MEDICINA ESTÉTICA,Abril,DERMAROLLER,60
OSASCO,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,150
OSASCO,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,780
OSASCO,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,180
OSASCO,MEDICINA ESTÉTICA,Abril,RADIESSE,60
OSASCO,MEDICINA ESTÉTICA,Abril,RETOQUE,120
OSASCO,MEDICINA ESTÉTICA,Abril,SCULPTRA,60
OSASCO,MEDICINA ESTÉTICA,Abril,SECAGEM,120
OSASCO,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,60
OSASCO,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,480
OSASCO,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,30
OSASCO,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,210
OSASCO,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,570
OSASCO,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,210
OSASCO,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,30
OSASCO,MEDICINA ESTÉTICA,Agosto,RADIESSE,30
OSASCO,MEDICINA ESTÉTICA,Agosto,RETOQUE,270
OSASCO,MEDICINA ESTÉTICA,Agosto,SCULPTRA,180
OSASCO,MEDICINA ESTÉTICA,Agosto,SECAGEM,330
OSASCO,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,30
OSASCO,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,390
OSASCO,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,30
OSASCO,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,60
OSASCO,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,180
OSASCO,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,75
OSASCO,MEDICINA ESTÉTICA,Fevereiro,RETOQUE,60
OSASCO,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,150
OSASCO,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,30
OSASCO,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,30
OSASCO,MEDICINA ESTÉTICA,Julho,BOTOX POWER,900
OSASCO,MEDICINA ESTÉTICA,Julho,DERMAROLLER,90
OSASCO,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,330
OSASCO,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,630
OSASCO,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,225
OSASCO,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,60
OSASCO,MEDICINA ESTÉTICA,Julho,RADIESSE,60
OSASCO,MEDICINA ESTÉTICA,Julho,RETOQUE,270
OSASCO,MEDICINA ESTÉTICA,Julho,SCULPTRA,300
OSASCO,MEDICINA ESTÉTICA,Julho,SECAGEM,210
OSASCO,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,30
OSASCO,MEDICINA ESTÉTICA,Junho,BOTOX POWER,630
OSASCO,MEDICINA ESTÉTICA,Junho,ENZIMA MELASMA,30
OSASCO,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,240
OSASCO,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,660
OSASCO,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,150
OSASCO,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,30
OSASCO,MEDICINA ESTÉTICA,Junho,RETOQUE,135
OSASCO,MEDICINA ESTÉTICA,Junho,SCULPTRA,180
OSASCO,MEDICINA ESTÉTICA,Junho,SECAGEM,270
OSASCO,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,30
OSASCO,MEDICINA ESTÉTICA,Maio,BOTOX POWER,600
OSASCO,MEDICINA ESTÉTICA,Maio,DERMAROLLER,30
OSASCO,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,270
OSASCO,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,330
OSASCO,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,30
OSASCO,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,90
OSASCO,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,30
OSASCO,MEDICINA ESTÉTICA,Maio,RADIESSE,60
OSASCO,MEDICINA ESTÉTICA,Maio,RETOQUE,120
OSASCO,MEDICINA ESTÉTICA,Maio,SCULPTRA,270
OSASCO,MEDICINA ESTÉTICA,Maio,SECAGEM,150
OSASCO,MEDICINA ESTÉTICA,Março,BOTOX POWER,120
OSASCO,MEDICINA ESTÉTICA,Março,DERMAROLLER,60
OSASCO,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,30
OSASCO,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,210
OSASCO,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,210
OSASCO,MEDICINA ESTÉTICA,Março,RETOQUE,75
OSASCO,MEDICINA ESTÉTICA,Março,SCULPTRA,210
OSASCO,MEDICINA ESTÉTICA,Março,SECAGEM,60
OSASCO,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,420
OSASCO,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,60
OSASCO,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,45
OSASCO,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,150
OSASCO,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,510
OSASCO,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,255
OSASCO,MEDICINA ESTÉTICA,Novembro,RADIESSE,60
OSASCO,MEDICINA ESTÉTICA,Novembro,RETOQUE,30
OSASCO,MEDICINA ESTÉTICA,Novembro,SCULPTRA,90
OSASCO,MEDICINA ESTÉTICA,Novembro,SECAGEM,240
OSASCO,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,150
OSASCO,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,540
OSASCO,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,90
OSASCO,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,45
OSASCO,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,180
OSASCO,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,330
OSASCO,MEDICINA ESTÉTICA,Outubro,PRÓ-BELLA,30
OSASCO,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,300
OSASCO,MEDICINA ESTÉTICA,Outubro,PRÓ-MESO,30
OSASCO,MEDICINA ESTÉTICA,Outubro,RETOQUE,150
OSASCO,MEDICINA ESTÉTICA,Outubro,SCULPTRA,150
OSASCO,MEDICINA ESTÉTICA,Outubro,SECAGEM,270
OSASCO,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,60
OSASCO,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,570
OSASCO,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,60
OSASCO,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,360
OSASCO,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,330
OSASCO,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,360
OSASCO,MEDICINA ESTÉTICA,Setembro,PRÓ-MESO,60
OSASCO,MEDICINA ESTÉTICA,Setembro,RETOQUE,225
OSASCO,MEDICINA ESTÉTICA,Setembro,SCULPTRA,360
OSASCO,MEDICINA ESTÉTICA,Setembro,SECAGEM,180
OSASCO,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,360
OSASCO,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE + PESCOÇO,90
OSASCO,ULTRAFORMER_III,Abril,ULTRAFORMER MAÇA DO ROSTO,45
OSASCO,ULTRAFORMER_III,Abril,ULTRAFORMER OLHOS,90
OSASCO,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,60
OSASCO,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,660
OSASCO,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO,90
OSASCO,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,180
OSASCO,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,300
OSASCO,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,480
OSASCO,ULTRAFORMER_III,Julho,ULTRAFORMER MAÇA DO ROSTO,90
OSASCO,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,120
OSASCO,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,180
OSASCO,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,420
OSASCO,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,120
OSASCO,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,150
OSASCO,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,360
OSASCO,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE + PESCOÇO,180
OSASCO,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,150
OSASCO,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,90
OSASCO,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,300
OSASCO,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,30
OSASCO,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,300
OSASCO,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,135
OSASCO,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,90
OSASCO,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,210
OSASCO,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,480
OSASCO,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,120
OSASCO,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,360
OSASCO,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,80
OSASCO,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,540
OSASCO,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,120
OSASCO,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,210
RIBEIRÃO PRETO,ESTÉTICA,Abril,CARBOXITERAPIA,90
RIBEIRÃO PRETO,ESTÉTICA,Abril,DRENAGEM,960
RIBEIRÃO PRETO,ESTÉTICA,Abril,HECCUS,240
RIBEIRÃO PRETO,ESTÉTICA,Abril,LIMPEZA DE PELE,2100
RIBEIRÃO PRETO,ESTÉTICA,Abril,PEELING DE DIAMANTE,690
RIBEIRÃO PRETO,ESTÉTICA,Abril,PRÓ- SHAPE,180
RIBEIRÃO PRETO,ESTÉTICA,Abril,RADIOFREQUÊNCIA,180
RIBEIRÃO PRETO,ESTÉTICA,Agosto,CARBOXITERAPIA,30
RIBEIRÃO PRETO,ESTÉTICA,Agosto,CRIOLIPÓLISE,360
RIBEIRÃO PRETO,ESTÉTICA,Agosto,DRENAGEM,1140
RIBEIRÃO PRETO,ESTÉTICA,Agosto,HECCUS,60
RIBEIRÃO PRETO,ESTÉTICA,Agosto,HIDRATAÇÃO,240
RIBEIRÃO PRETO,ESTÉTICA,Agosto,LIMPEZA DE PELE,1380
RIBEIRÃO PRETO,ESTÉTICA,Agosto,PEELING DE DIAMANTE,1290
RIBEIRÃO PRETO,ESTÉTICA,Agosto,PRÓ- SHAPE,180
RIBEIRÃO PRETO,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,150
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,CARBOXITERAPIA,570
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,300
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,DRENAGEM,840
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,HECCUS,420
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,HIDRATAÇÃO,180
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,1680
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,450
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,PRÓ- SHAPE,480
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,90
RIBEIRÃO PRETO,ESTÉTICA,Julho,CARBOXITERAPIA,90
RIBEIRÃO PRETO,ESTÉTICA,Julho,DRENAGEM,780
RIBEIRÃO PRETO,ESTÉTICA,Julho,LIMPEZA DE PELE,1740
RIBEIRÃO PRETO,ESTÉTICA,Julho,PEELING DE DIAMANTE,1350
RIBEIRÃO PRETO,ESTÉTICA,Julho,PRÓ- SHAPE,420
RIBEIRÃO PRETO,ESTÉTICA,Julho,RADIOFREQUÊNCIA,120
RIBEIRÃO PRETO,ESTÉTICA,Junho,DRENAGEM,660
RIBEIRÃO PRETO,ESTÉTICA,Junho,LIMPEZA DE PELE,1080
RIBEIRÃO PRETO,ESTÉTICA,Junho,PEELING DE DIAMANTE,750
RIBEIRÃO PRETO,ESTÉTICA,Junho,PRÓ- SHAPE,420
RIBEIRÃO PRETO,ESTÉTICA,Maio,CARBOXITERAPIA,60
RIBEIRÃO PRETO,ESTÉTICA,Maio,DRENAGEM,780
RIBEIRÃO PRETO,ESTÉTICA,Maio,HECCUS,30
RIBEIRÃO PRETO,ESTÉTICA,Maio,LIMPEZA DE PELE,1440
RIBEIRÃO PRETO,ESTÉTICA,Maio,PEELING DE DIAMANTE,930
RIBEIRÃO PRETO,ESTÉTICA,Maio,PRÓ- SHAPE,660
RIBEIRÃO PRETO,ESTÉTICA,Maio,RADIOFREQUÊNCIA,30
RIBEIRÃO PRETO,ESTÉTICA,Março,CARBOXITERAPIA,360
RIBEIRÃO PRETO,ESTÉTICA,Março,DRENAGEM,480
RIBEIRÃO PRETO,ESTÉTICA,Março,HECCUS,210
RIBEIRÃO PRETO,ESTÉTICA,Março,HIDRATAÇÃO,60
RIBEIRÃO PRETO,ESTÉTICA,Março,LIMPEZA DE PELE,1380
RIBEIRÃO PRETO,ESTÉTICA,Março,PEELING DE DIAMANTE,750
RIBEIRÃO PRETO,ESTÉTICA,Março,PRÓ- SHAPE,360
RIBEIRÃO PRETO,ESTÉTICA,Março,RADIOFREQUÊNCIA,90
RIBEIRÃO PRETO,ESTÉTICA,Novembro,CARBOXITERAPIA,60
RIBEIRÃO PRETO,ESTÉTICA,Novembro,DRENAGEM,780
RIBEIRÃO PRETO,ESTÉTICA,Novembro,HECCUS,120
RIBEIRÃO PRETO,ESTÉTICA,Novembro,LIMPEZA DE PELE,1380
RIBEIRÃO PRETO,ESTÉTICA,Novembro,PEELING DE DIAMANTE,390
RIBEIRÃO PRETO,ESTÉTICA,Novembro,PRÓ- SHAPE,180
RIBEIRÃO PRETO,ESTÉTICA,Outubro,CARBOXITERAPIA,60
RIBEIRÃO PRETO,ESTÉTICA,Outubro,CRIOLIPÓLISE,240
RIBEIRÃO PRETO,ESTÉTICA,Outubro,DRENAGEM,1680
RIBEIRÃO PRETO,ESTÉTICA,Outubro,HECCUS,120
RIBEIRÃO PRETO,ESTÉTICA,Outubro,HIDRATAÇÃO,90
RIBEIRÃO PRETO,ESTÉTICA,Outubro,LIMPEZA DE PELE,780
RIBEIRÃO PRETO,ESTÉTICA,Outubro,PEELING DE DIAMANTE,540
RIBEIRÃO PRETO,ESTÉTICA,Outubro,PRÓ- SHAPE,240
RIBEIRÃO PRETO,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,30
RIBEIRÃO PRETO,ESTÉTICA,Setembro,CARBOXITERAPIA,90
RIBEIRÃO PRETO,ESTÉTICA,Setembro,DRENAGEM,1320
RIBEIRÃO PRETO,ESTÉTICA,Setembro,HECCUS,120
RIBEIRÃO PRETO,ESTÉTICA,Setembro,HIDRATAÇÃO,240
RIBEIRÃO PRETO,ESTÉTICA,Setembro,LIMPEZA DE PELE,1560
RIBEIRÃO PRETO,ESTÉTICA,Setembro,PEELING DE DIAMANTE,960
RIBEIRÃO PRETO,ESTÉTICA,Setembro,PRÓ- SHAPE,120
RIBEIRÃO PRETO,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,150
RIBEIRÃO PRETO,LAVIEEN,Abril,LAVIEEN,1020
RIBEIRÃO PRETO,LAVIEEN,Agosto,LAVIEEN,510
RIBEIRÃO PRETO,LAVIEEN,Fevereiro,LAVIEEN,645
RIBEIRÃO PRETO,LAVIEEN,Julho,LAVIEEN,540
RIBEIRÃO PRETO,LAVIEEN,Junho,LAVIEEN,615
RIBEIRÃO PRETO,LAVIEEN,Maio,LAVIEEN,600
RIBEIRÃO PRETO,LAVIEEN,Março,LAVIEEN,900
RIBEIRÃO PRETO,LAVIEEN,Outubro,LAVIEEN,645
RIBEIRÃO PRETO,LAVIEEN,Outubro,PRÓ-SÉRUM,145
RIBEIRÃO PRETO,LAVIEEN,Setembro,LAVIEEN,735
RIBEIRÃO PRETO,MEDICINA ESTÉTICA,Abril,BOTOX POWER,480
RIBEIRÃO PRETO,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,420
RIBEIRÃO PRETO,MEDICINA ESTÉTICA,Abril,PRÓ-BELLA,60
RIBEIRÃO PRETO,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,150
RIBEIRÃO PRETO,MEDICINA ESTÉTICA,Abril,PRÓ-MESO,60
RIBEIRÃO PRETO,MEDICINA ESTÉTICA,Abril,RADIESSE,90
RIBEIRÃO PRETO,MEDICINA ESTÉTICA,Abril,SCULPTRA,150
