Unidade do agendamento,Grupo,Mês Atendimento,Procedimentos Padronizados,Quantidade,Duração (min),Custo Direto,Quantidade (cortesia),Custo Direto (corteisa)
OSASCO,ESTÉTICA,Abril,CARBOXITERAPIA,15,450,361.8,0.0,0.0
OSASCO,ESTÉTICA,Abril,CRIOLIPÓLISE,5,300,515.85,0.0,0.0
OSASCO,ESTÉTICA,Abril,DRENAGEM,61,3660,1763.51,0.0,0.0
OSASCO,ESTÉTICA,Abril,HECCUS,6,180,129.60000000000002,1.0,21.6
OSASCO,ESTÉTICA,Abril,LIMPEZA DE PELE,66,3960,2622.84,13.0,516.62
OSASCO,ESTÉTICA,Abril,PEELING DE DIAMANTE,85,2550,2780.35,84.0,2747.64
OSASCO,ESTÉTICA,Abril,RADIOFREQUÊNCIA,8,240,229.2,2.0,57.3
OSASCO,ESTÉTICA,Agosto,CARBOXITERAPIA,14,420,337.68,3.0,72.36
OSASCO,ESTÉTICA,Agosto,CRIOLIPÓLISE,13,780,1341.21,0.0,0.0
OSASCO,ESTÉTICA,Agosto,DRENAGEM,73,4380,2110.43,0.0,0.0
OSASCO,ESTÉTICA,Agosto,HECCUS,12,360,259.20000000000005,1.0,21.6
OSASCO,ESTÉTICA,Agosto,HIDRATAÇÃO,17,510,393.72,17.0,393.72
OSASCO,ESTÉTICA,Agosto,LIMPEZA DE PELE,92,5520,3656.0800000000004,14.0,556.36
OSASCO,ESTÉTICA,Agosto,PEELING DE DIAMANTE,88,2640,2878.48,88.0,2878.48
OSASCO,ESTÉTICA,Agosto,PRÓ- SHAPE,10,600,397.0,0.0,0.0
OSASCO,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,9,270,257.84999999999997,2.0,57.3
OSASCO,ESTÉTICA,Fevereiro,CARBOXITERAPIA,18,540,434.16,1.0,24.12
OSASCO,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,18,1080,1857.06,0.0,0.0
OSASCO,ESTÉTICA,Fevereiro,DRENAGEM,47,2820,1358.77,0.0,0.0
OSASCO,ESTÉTICA,Fevereiro,HECCUS,2,60,43.2,1.0,21.6
OSASCO,ESTÉTICA,Fevereiro,HIDRATAÇÃO,4,120,92.64,4.0,92.64
OSASCO,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,52,3120,2066.48,12.0,476.88
OSASCO,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,35,1050,1144.8500000000001,35.0,1144.8500000000001
OSASCO,ESTÉTICA,Fevereiro,PRÓ- SHAPE,2,120,79.4,0.0,0.0
OSASCO,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,12,360,343.79999999999995,6.0,171.89999999999998
OSASCO,ESTÉTICA,Julho,CARBOXITERAPIA,25,750,603.0,0.0,0.0
OSASCO,ESTÉTICA,Julho,CRIOLIPÓLISE,10,600,1031.7,0.0,0.0
OSASCO,ESTÉTICA,Julho,DRENAGEM,77,4620,2226.07,0.0,0.0
OSASCO,ESTÉTICA,Julho,HECCUS,9,270,194.4,0.0,0.0
OSASCO,ESTÉTICA,Julho,HIDRATAÇÃO,2,60,46.32,2.0,46.32
OSASCO,ESTÉTICA,Julho,LIMPEZA DE PELE,112,6720,4450.88,8.0,317.92
OSASCO,ESTÉTICA,Julho,PEELING DE DIAMANTE,126,3780,4121.46,126.0,4121.46
OSASCO,ESTÉTICA,Julho,PRÓ- SHAPE,6,360,238.20000000000002,0.0,0.0
OSASCO,ESTÉTICA,Julho,RADIOFREQUÊNCIA,9,270,257.84999999999997,2.0,57.3
OSASCO,ESTÉTICA,Junho,CARBOXITERAPIA,21,630,506.52000000000004,0.0,0.0
OSASCO,ESTÉTICA,Junho,CRIOLIPÓLISE,11,660,1134.8700000000001,0.0,0.0
OSASCO,ESTÉTICA,Junho,DRENAGEM,94,5640,2717.54,0.0,0.0
OSASCO,ESTÉTICA,Junho,HECCUS,8,240,172.8,0.0,0.0
OSASCO,ESTÉTICA,Junho,HIDRATAÇÃO,3,90,69.48,3.0,69.48
OSASCO,ESTÉTICA,Junho,LIMPEZA DE PELE,96,5760,3815.04,17.0,675.58
OSASCO,ESTÉTICA,Junho,PEELING DE DIAMANTE,78,2340,2551.38,76.0,2485.96
OSASCO,ESTÉTICA,Junho,PRÓ- SHAPE,3,180,119.10000000000001,0.0,0.0
OSASCO,ESTÉTICA,Junho,RADIOFREQUÊNCIA,8,240,229.2,6.0,171.89999999999998
OSASCO,ESTÉTICA,Maio,CARBOXITERAPIA,14,420,337.68,0.0,0.0
OSASCO,ESTÉTICA,Maio,CRIOLIPÓLISE,5,300,515.85,0.0,0.0
OSASCO,ESTÉTICA,Maio,DRENAGEM,98,5880,2833.18,0.0,0.0
OSASCO,ESTÉTICA,Maio,HECCUS,12,360,259.20000000000005,0.0,0.0
OSASCO,ESTÉTICA,Maio,HIDRATAÇÃO,3,90,69.48,3.0,69.48
OSASCO,ESTÉTICA,Maio,LIMPEZA DE PELE,112,6720,4450.88,29.0,1152.46
OSASCO,ESTÉTICA,Maio,PEELING DE DIAMANTE,57,1710,1864.47,57.0,1864.47
OSASCO,ESTÉTICA,Maio,PRÓ- SHAPE,1,60,39.7,0.0,0.0
OSASCO,ESTÉTICA,Maio,RADIOFREQUÊNCIA,10,300,286.5,2.0,57.3
OSASCO,ESTÉTICA,Março,CARBOXITERAPIA,19,570,458.28000000000003,0.0,0.0
OSASCO,ESTÉTICA,Março,DRENAGEM,42,2520,1214.22,0.0,0.0
OSASCO,ESTÉTICA,Março,HECCUS,9,270,194.4,1.0,21.6
OSASCO,ESTÉTICA,Março,HIDRATAÇÃO,4,120,92.64,4.0,92.64
OSASCO,ESTÉTICA,Março,LIMPEZA DE PELE,75,4500,2980.5,16.0,635.84
OSASCO,ESTÉTICA,Março,PEELING DE DIAMANTE,38,1140,1242.98,38.0,1242.98
OSASCO,ESTÉTICA,Março,RADIOFREQUÊNCIA,10,300,286.5,2.0,57.3
OSASCO,ESTÉTICA,Novembro,CARBOXITERAPIA,7,210,168.84,1.0,24.12
OSASCO,ESTÉTICA,Novembro,CRIOLIPÓLISE,15,900,1547.55,0.0,0.0
OSASCO,ESTÉTICA,Novembro,DRENAGEM,50,3000,1445.5,0.0,0.0
OSASCO,ESTÉTICA,Novembro,HECCUS,7,210,151.20000000000002,0.0,0.0
OSASCO,ESTÉTICA,Novembro,HIDRATAÇÃO,5,150,115.8,5.0,115.8
OSASCO,ESTÉTICA,Novembro,LIMPEZA DE PELE,61,3660,2424.1400000000003,5.0,198.70000000000002
OSASCO,ESTÉTICA,Novembro,PEELING DE DIAMANTE,18,540,588.78,18.0,588.78
OSASCO,ESTÉTICA,Novembro,PRÓ- SHAPE,8,480,317.6,0.0,0.0
OSASCO,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,3,90,85.94999999999999,1.0,28.65
OSASCO,ESTÉTICA,Outubro,CARBOXITERAPIA,12,360,289.44,1.0,24.12
OSASCO,ESTÉTICA,Outubro,CRIOLIPÓLISE,15,900,1547.55,0.0,0.0
OSASCO,ESTÉTICA,Outubro,DRENAGEM,94,5640,2717.54,0.0,0.0
OSASCO,ESTÉTICA,Outubro,HECCUS,13,390,280.8,1.0,21.6
OSASCO,ESTÉTICA,Outubro,HIDRATAÇÃO,11,330,254.76,11.0,254.76
OSASCO,ESTÉTICA,Outubro,LIMPEZA DE PELE,59,3540,2344.6600000000003,7.0,278.18
OSASCO,ESTÉTICA,Outubro,PEELING DE DIAMANTE,60,1800,1962.6000000000001,60.0,1962.6000000000001
OSASCO,ESTÉTICA,Outubro,PRÓ- SHAPE,7,420,277.90000000000003,1.0,39.7
OSASCO,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,9,270,257.84999999999997,3.0,85.94999999999999
OSASCO,ESTÉTICA,Setembro,CARBOXITERAPIA,16,480,385.92,2.0,48.24
OSASCO,ESTÉTICA,Setembro,CRIOLIPÓLISE,10,600,1031.7,0.0,0.0
OSASCO,ESTÉTICA,Setembro,DRENAGEM,95,5700,2746.45,0.0,0.0
OSASCO,ESTÉTICA,Setembro,HECCUS,17,510,367.20000000000005,1.0,21.6
OSASCO,ESTÉTICA,Setembro,HIDRATAÇÃO,24,720,555.84,24.0,555.84
OSASCO,ESTÉTICA,Setembro,LIMPEZA DE PELE,77,4620,3059.98,11.0,437.14000000000004
OSASCO,ESTÉTICA,Setembro,PEELING DE DIAMANTE,58,1740,1897.18,58.0,1897.18
OSASCO,ESTÉTICA,Setembro,PRÓ- SHAPE,9,540,357.3,0.0,0.0
OSASCO,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,6,180,171.89999999999998,2.0,57.3
OSASCO,LAVIEEN,Abril,LAVIEEN,76,1140,7353.0,49.0,4740.75
OSASCO,LAVIEEN,Abril,PRÓ-SÉRUM,3,15,201.71999999999997,0.0,0.0
OSASCO,LAVIEEN,Agosto,LAVIEEN,148,2220,14319.0,134.0,12964.5
OSASCO,LAVIEEN,Agosto,PRÓ-SÉRUM,19,95,1277.56,0.0,0.0
OSASCO,LAVIEEN,Fevereiro,LAVIEEN,56,840,5418.0,45.0,4353.75
OSASCO,LAVIEEN,Julho,LAVIEEN,107,1605,10352.25,88.0,8514.0
OSASCO,LAVIEEN,Julho,PRÓ-SÉRUM,20,100,1344.8,0.0,0.0
OSASCO,LAVIEEN,Junho,LAVIEEN,110,1650,10642.5,75.0,7256.25
OSASCO,LAVIEEN,Junho,PRÓ-SÉRUM,13,65,874.1199999999999,0.0,0.0
OSASCO,LAVIEEN,Maio,LAVIEEN,82,1230,7933.5,48.0,4644.0
OSASCO,LAVIEEN,Maio,PRÓ-SÉRUM,12,60,806.8799999999999,0.0,0.0
OSASCO,LAVIEEN,Novembro,LAVIEEN,27,405,2612.25,24.0,2322.0
OSASCO,LAVIEEN,Outubro,LAVIEEN,76,1140,7353.0,66.0,6385.5
OSASCO,LAVIEEN,Outubro,PRÓ-SÉRUM,30,150,2017.1999999999998,0.0,0.0
OSASCO,LAVIEEN,Setembro,LAVIEEN,115,1725,11126.25,99.0,9578.25
OSASCO,LAVIEEN,Setembro,PRÓ-SÉRUM,37,185,2487.8799999999997,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Abril,BOTOX POWER,10,300,3078.2,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Abril,DERMAROLLER,2,60,230.96,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,5,150,156.7,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,26,780,7742.8,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,12,180,498.12,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Abril,RADIESSE,2,60,1542.36,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Abril,RETOQUE,8,120,0.0,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Abril,SCULPTRA,2,60,2068.36,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Abril,SECAGEM,4,120,90.0,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,2,60,324.92,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,16,480,4925.12,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,1,30,115.48,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,7,210,219.38,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,19,570,5658.2,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,14,210,581.14,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,1,30,45.82,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Agosto,RADIESSE,1,30,771.18,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Agosto,RETOQUE,18,270,0.0,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Agosto,SCULPTRA,6,180,6205.08,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Agosto,SECAGEM,11,330,247.5,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,1,30,162.46,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,13,390,4001.66,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,1,30,115.48,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,2,60,62.68,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,6,180,1786.8000000000002,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,5,75,207.54999999999998,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Fevereiro,RETOQUE,4,60,0.0,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,5,150,5170.900000000001,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,1,30,22.5,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,1,30,162.46,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Julho,BOTOX POWER,30,900,9234.6,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Julho,DERMAROLLER,3,90,346.44,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,11,330,344.74,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,21,630,6253.8,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,15,225,622.65,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,2,60,91.64,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Julho,RADIESSE,2,60,1542.36,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Julho,RETOQUE,18,270,0.0,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Julho,SCULPTRA,10,300,10341.800000000001,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Julho,SECAGEM,7,210,157.5,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,1,30,162.46,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Junho,BOTOX POWER,21,630,6464.22,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Junho,ENZIMA MELASMA,1,30,51.12,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,8,240,250.72,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,22,660,6551.6,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,10,150,415.09999999999997,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,1,30,45.82,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Junho,RETOQUE,9,135,0.0,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Junho,SCULPTRA,6,180,6205.08,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Junho,SECAGEM,9,270,202.5,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,1,30,162.46,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Maio,BOTOX POWER,20,600,6156.4,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Maio,DERMAROLLER,1,30,115.48,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,9,270,282.06,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,11,330,3275.8,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,1,30,67.1,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,6,90,249.06,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,1,30,45.82,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Maio,RADIESSE,2,60,1542.36,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Maio,RETOQUE,8,120,0.0,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Maio,SCULPTRA,9,270,9307.62,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Maio,SECAGEM,5,150,112.5,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Março,BOTOX POWER,4,120,1231.28,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Março,DERMAROLLER,2,60,230.96,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,1,30,31.34,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,7,210,2084.6,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,14,210,581.14,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Março,RETOQUE,5,75,0.0,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Março,SCULPTRA,7,210,7239.26,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Março,SECAGEM,2,60,45.0,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,14,420,4309.48,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,2,60,230.96,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,3,45,295.08,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,5,150,156.7,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,17,510,5062.6,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,17,255,705.67,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Novembro,RADIESSE,2,60,1542.36,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Novembro,RETOQUE,2,30,0.0,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Novembro,SCULPTRA,3,90,3102.54,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Novembro,SECAGEM,8,240,180.0,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,5,150,812.3000000000001,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,18,540,5540.76,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,3,90,346.44,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,3,45,295.08,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,6,180,188.04,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,11,330,3275.8,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Outubro,PRÓ-BELLA,1,30,67.1,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,20,300,830.1999999999999,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Outubro,PRÓ-MESO,1,30,45.82,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Outubro,RETOQUE,10,150,0.0,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Outubro,SCULPTRA,5,150,5170.900000000001,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Outubro,SECAGEM,9,270,202.5,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,2,60,324.92,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,19,570,5848.58,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,2,60,230.96,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,12,360,376.08,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,11,330,3275.8,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,24,360,996.24,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Setembro,PRÓ-MESO,2,60,91.64,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Setembro,RETOQUE,15,225,0.0,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Setembro,SCULPTRA,12,360,12410.16,0.0,0.0
OSASCO,MEDICINA ESTÉTICA,Setembro,SECAGEM,6,180,135.0,0.0,0.0
OSASCO,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,6,360,4413.72,0.0,0.0
OSASCO,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE + PESCOÇO,1,90,1019.08,0.0,0.0
OSASCO,ULTRAFORMER_III,Abril,ULTRAFORMER MAÇA DO ROSTO,1,45,420.62,0.0,0.0
OSASCO,ULTRAFORMER_III,Abril,ULTRAFORMER OLHOS,3,90,729.36,0.0,0.0
OSASCO,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,2,60,506.24,0.0,0.0
OSASCO,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,11,660,8091.82,0.0,0.0
OSASCO,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO,1,90,1019.08,0.0,0.0
OSASCO,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,6,180,1458.72,0.0,0.0
OSASCO,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,10,300,2531.2,0.0,0.0
OSASCO,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,8,480,5884.96,0.0,0.0
OSASCO,ULTRAFORMER_III,Julho,ULTRAFORMER MAÇA DO ROSTO,2,90,841.24,0.0,0.0
OSASCO,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,4,120,972.48,0.0,0.0
OSASCO,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,6,180,1518.72,0.0,0.0
OSASCO,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,7,420,5149.34,0.0,0.0
OSASCO,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,4,120,972.48,0.0,0.0
OSASCO,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,5,150,1265.6,0.0,0.0
OSASCO,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,6,360,4413.72,0.0,0.0
OSASCO,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE + PESCOÇO,2,180,2038.16,0.0,0.0
OSASCO,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,5,150,1215.6,0.0,0.0
OSASCO,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,3,90,759.36,0.0,0.0
OSASCO,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,5,300,3678.1,0.0,0.0
OSASCO,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,1,30,253.12,0.0,0.0
OSASCO,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,5,300,3678.1,0.0,0.0
OSASCO,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,3,135,1261.8600000000001,0.0,0.0
OSASCO,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,3,90,729.36,0.0,0.0
OSASCO,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,7,210,1771.8400000000001,0.0,0.0
OSASCO,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,8,480,5884.96,0.0,0.0
OSASCO,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,4,120,972.48,0.0,0.0
OSASCO,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,12,360,3037.44,0.0,0.0
OSASCO,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,2,80,926.24,0.0,0.0
OSASCO,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,9,540,6620.58,0.0,0.0
OSASCO,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,4,120,972.48,0.0,0.0
OSASCO,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,7,210,1771.8400000000001,0.0,0.0
RIBEIRÃO PRETO,ESTÉTICA,Abril,CARBOXITERAPIA,3,90,72.36,0.0,0.0
RIBEIRÃO PRETO,ESTÉTICA,Abril,DRENAGEM,16,960,462.56,0.0,0.0
RIBEIRÃO PRETO,ESTÉTICA,Abril,HECCUS,8,240,172.8,0.0,0.0
RIBEIRÃO PRETO,ESTÉTICA,Abril,LIMPEZA DE PELE,35,2100,1390.9,20.0,794.8000000000001
RIBEIRÃO PRETO,ESTÉTICA,Abril,PEELING DE DIAMANTE,23,690,752.33,22.0,719.62
RIBEIRÃO PRETO,ESTÉTICA,Abril,PRÓ- SHAPE,3,180,119.10000000000001,0.0,0.0
RIBEIRÃO PRETO,ESTÉTICA,Abril,RADIOFREQUÊNCIA,6,180,171.89999999999998,1.0,28.65
RIBEIRÃO PRETO,ESTÉTICA,Agosto,CARBOXITERAPIA,1,30,24.12,0.0,0.0
RIBEIRÃO PRETO,ESTÉTICA,Agosto,CRIOLIPÓLISE,6,360,619.02,0.0,0.0
RIBEIRÃO PRETO,ESTÉTICA,Agosto,DRENAGEM,19,1140,549.29,0.0,0.0
RIBEIRÃO PRETO,ESTÉTICA,Agosto,HECCUS,2,60,43.2,1.0,21.6
RIBEIRÃO PRETO,ESTÉTICA,Agosto,HIDRATAÇÃO,8,240,185.28,8.0,185.28
RIBEIRÃO PRETO,ESTÉTICA,Agosto,LIMPEZA DE PELE,23,1380,914.0200000000001,5.0,198.70000000000002
RIBEIRÃO PRETO,ESTÉTICA,Agosto,PEELING DE DIAMANTE,43,1290,1406.53,42.0,1373.82
RIBEIRÃO PRETO,ESTÉTICA,Agosto,PRÓ- SHAPE,3,180,119.10000000000001,0.0,0.0
RIBEIRÃO PRETO,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,5,150,143.25,2.0,57.3
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,CARBOXITERAPIA,19,570,458.28000000000003,1.0,24.12
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,5,300,515.85,0.0,0.0
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,DRENAGEM,14,840,404.74,0.0,0.0
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,HECCUS,14,420,302.40000000000003,1.0,21.6
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,HIDRATAÇÃO,6,180,138.96,6.0,138.96
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,28,1680,1112.72,3.0,119.22
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,15,450,490.65000000000003,15.0,490.65000000000003
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,PRÓ- SHAPE,8,480,317.6,0.0,0.0
RIBEIRÃO PRETO,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,3,90,85.94999999999999,1.0,28.65
RIBEIRÃO PRETO,ESTÉTICA,Julho,CARBOXITERAPIA,3,90,72.36,0.0,0.0
RIBEIRÃO PRETO,ESTÉTICA,Julho,DRENAGEM,13,780,375.83,0.0,0.0
RIBEIRÃO PRETO,ESTÉTICA,Julho,LIMPEZA DE PELE,29,1740,1152.46,8.0,317.92
RIBEIRÃO PRETO,ESTÉTICA,Julho,PEELING DE DIAMANTE,45,1350,1471.95,44.0,1439.24
RIBEIRÃO PRETO,ESTÉTICA,Julho,PRÓ- SHAPE,7,420,277.90000000000003,0.0,0.0
