Unidade,Grupo,Mês venda,Procedimentos Padronizados,Preço médio
MOEMA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,1879.47
MOEMA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,2687.5
MOEMA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER INTERNO COXA,2000.0
MOEMA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER MAÇA DO ROSTO,1300.0
MOEMA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,790.0
MOEMA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,778.75
MOEMA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,1293.33
MOEMA,ULTRAFORMER_III,Janeiro,ULTRAFORMER FULLFACE,1990.77
MOEMA,ULTRAFORMER_III,Janeiro,ULTRAFORMER FULLFACE + PESCOÇO,2805.0
MOEMA,ULTRAFORMER_III,Janeiro,ULTRAFORMER INTERNO COXA,2000.0
MOEMA,ULTRAFORMER_III,Janeiro,ULTRAFORMER MAÇA DO ROSTO,1300.0
MOEMA,ULTRAFORMER_III,Janeiro,ULTRAFORMER OLHOS,990.0
MOEMA,ULTRAFORMER_III,Janeiro,ULTRAFORMER PAPADA,959.0
MOEMA,ULTRAFORMER_III,Janeiro,ULTRAFORMER PESCOÇO,1200.0
MOEMA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,1728.5
MOEMA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,2247.33
MOEMA,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,690.0
MOEMA,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,695.07
MOEMA,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1100.0
MOEMA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,1719.09
MOEMA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE + PESCOÇO,2385.0
MOEMA,ULTRAFORMER_III,Junho,ULTRAFORMER INTERNO COXA,1850.0
MOEMA,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,990.0
MOEMA,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,822.0
MOEMA,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,724.5
MOEMA,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,1160.0
MOEMA,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,1714.78
MOEMA,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE + PESCOÇO,2400.0
MOEMA,ULTRAFORMER_III,Maio,ULTRAFORMER INTERNO COXA,1763.33
MOEMA,ULTRAFORMER_III,Maio,ULTRAFORMER MAÇA DO ROSTO,1100.0
MOEMA,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,710.0
MOEMA,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,721.54
MOEMA,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,1250.0
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER BRAÇO,1740.0
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,1714.13
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO,2390.0
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER INTERNO COXA,1715.0
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER MAÇA DO ROSTO,1110.0
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,692.5
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,711.76
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER PESCOÇO,1217.78
MOEMA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,1571.43
MOEMA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,2195.0
MOEMA,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,1000.0
MOEMA,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,508.33
MOEMA,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,608.71
MOEMA,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,863.64
MOEMA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,1694.06
MOEMA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO,2374.0
MOEMA,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,727.14
MOEMA,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,693.77
MOEMA,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,1050.0
MOEMA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,1703.18
MOEMA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE + PESCOÇO,2360.0
MOEMA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,4350.0
MOEMA,ULTRAFORMER_III,Setembro,ULTRAFORMER INTERNO COXA,1690.0
MOEMA,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,690.0
MOEMA,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,690.0
MOEMA,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,1175.0
MOOCA,ESTÉTICA,Agosto,CARBOXITERAPIA,99.0
MOOCA,ESTÉTICA,Agosto,CRIOLIPÓLISE,343.5
MOOCA,ESTÉTICA,Agosto,DRENAGEM,89.25
MOOCA,ESTÉTICA,Agosto,DRENAGEM 30 MIN,59.0
MOOCA,ESTÉTICA,Agosto,HECCUS,99.8
MOOCA,ESTÉTICA,Agosto,HIDRATAÇÃO,59.0
MOOCA,ESTÉTICA,Agosto,LIMPEZA DE PELE,82.31
MOOCA,ESTÉTICA,Agosto,PEELING DE DIAMANTE,90.0
MOOCA,ESTÉTICA,Agosto,PRÓ- SHAPE,140.0
MOOCA,ESTÉTICA,Agosto,PRÓ-SHAPE,111.11
MOOCA,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,113.33
MOOCA,ESTÉTICA,Fevereiro,CARBOXITERAPIA,97.53
MOOCA,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,321.67
MOOCA,ESTÉTICA,Fevereiro,DRENAGEM,99.5
MOOCA,ESTÉTICA,Fevereiro,HECCUS,85.32
MOOCA,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,58.0
MOOCA,ESTÉTICA,Fevereiro,PRÓ- SHAPE,105.0
MOOCA,ESTÉTICA,Janeiro,CARBOXITERAPIA,99.4
MOOCA,ESTÉTICA,Janeiro,CRIOLIPÓLISE,342.5
MOOCA,ESTÉTICA,Janeiro,DRENAGEM,98.11
MOOCA,ESTÉTICA,Janeiro,DRENAGEM 30 MIN,59.0
MOOCA,ESTÉTICA,Janeiro,HECCUS,96.33
MOOCA,ESTÉTICA,Janeiro,HIDRATAÇÃO,75.0
MOOCA,ESTÉTICA,Janeiro,LIMPEZA DE PELE,71.7
MOOCA,ESTÉTICA,Janeiro,PEELING DE DIAMANTE,113.0
MOOCA,ESTÉTICA,Janeiro,PRÓ- SHAPE,105.0
MOOCA,ESTÉTICA,Julho,CARBOXITERAPIA,99.0
MOOCA,ESTÉTICA,Julho,CRIOLIPÓLISE,390.0
MOOCA,ESTÉTICA,Julho,DRENAGEM,97.25
MOOCA,ESTÉTICA,Julho,DRENAGEM 30 MIN,59.0
MOOCA,ESTÉTICA,Julho,HECCUS,99.0
MOOCA,ESTÉTICA,Julho,LIMPEZA DE PELE,65.45
MOOCA,ESTÉTICA,Julho,PRÓ- SHAPE,99.0
MOOCA,ESTÉTICA,Julho,PRÓ-SHAPE,130.0
MOOCA,ESTÉTICA,Julho,RADIOFREQUÊNCIA,99.0
MOOCA,ESTÉTICA,Junho,CARBOXITERAPIA,99.0
MOOCA,ESTÉTICA,Junho,DRENAGEM,92.67
MOOCA,ESTÉTICA,Junho,HIDRATAÇÃO,162.0
MOOCA,ESTÉTICA,Junho,LIMPEZA DE PELE,59.57
MOOCA,ESTÉTICA,Junho,PRÓ-SHAPE,99.0
MOOCA,ESTÉTICA,Maio,CARBOXITERAPIA,104.2
MOOCA,ESTÉTICA,Maio,CRIOLIPÓLISE,318.33
MOOCA,ESTÉTICA,Maio,DRENAGEM,83.32
MOOCA,ESTÉTICA,Maio,DRENAGEM 30 MIN,59.0
MOOCA,ESTÉTICA,Maio,HECCUS,103.0
MOOCA,ESTÉTICA,Maio,LIMPEZA DE PELE,64.86
MOOCA,ESTÉTICA,Maio,PEELING DE DIAMANTE,120.0
MOOCA,ESTÉTICA,Maio,PRÓ- SHAPE,150.0
MOOCA,ESTÉTICA,Maio,PRÓ-SHAPE,130.0
MOOCA,ESTÉTICA,Maio,RADIOFREQUÊNCIA,99.0
MOOCA,ESTÉTICA,Março,CARBOXITERAPIA,109.95
MOOCA,ESTÉTICA,Março,CRIOLIPÓLISE,330.5
MOOCA,ESTÉTICA,Março,DRENAGEM,115.2
MOOCA,ESTÉTICA,Março,DRENAGEM 30 MIN,59.0
MOOCA,ESTÉTICA,Março,HECCUS,103.61
MOOCA,ESTÉTICA,Março,LIMPEZA DE PELE,58.78
MOOCA,ESTÉTICA,Março,PRÓ- SHAPE,111.03
MOOCA,ESTÉTICA,Novembro,CARBOXITERAPIA,106.0
MOOCA,ESTÉTICA,Novembro,CRIOLIPÓLISE,510.0
MOOCA,ESTÉTICA,Novembro,DRENAGEM,92.59
MOOCA,ESTÉTICA,Novembro,DRENAGEM 30 MIN,59.0
MOOCA,ESTÉTICA,Novembro,HECCUS,116.05
MOOCA,ESTÉTICA,Novembro,HIDRATAÇÃO,40.0
MOOCA,ESTÉTICA,Novembro,LIMPEZA DE PELE,50.83
MOOCA,ESTÉTICA,Novembro,PEELING DE DIAMANTE,100.0
MOOCA,ESTÉTICA,Novembro,PRÓ-SHAPE,99.0
MOOCA,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,142.0
MOOCA,ESTÉTICA,Outubro,CARBOXITERAPIA,99.78
MOOCA,ESTÉTICA,Outubro,CRIOLIPÓLISE,348.33
MOOCA,ESTÉTICA,Outubro,DRENAGEM,98.81
MOOCA,ESTÉTICA,Outubro,DRENAGEM 30 MIN,59.0
MOOCA,ESTÉTICA,Outubro,HECCUS,87.04
MOOCA,ESTÉTICA,Outubro,LIMPEZA DE PELE,88.7
MOOCA,ESTÉTICA,Outubro,PRÓ-SHAPE,111.11
MOOCA,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,45.14
MOOCA,ESTÉTICA,Setembro,CARBOXITERAPIA,120.5
MOOCA,ESTÉTICA,Setembro,CRIOLIPÓLISE,419.17
MOOCA,ESTÉTICA,Setembro,DRENAGEM,96.72
MOOCA,ESTÉTICA,Setembro,DRENAGEM 30 MIN,59.0
MOOCA,ESTÉTICA,Setembro,HECCUS,107.3
MOOCA,ESTÉTICA,Setembro,LIMPEZA DE PELE,90.0
MOOCA,ESTÉTICA,Setembro,PRÓ- SHAPE,124.5
MOOCA,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,115.25
MOOCA,LAVIEEN,Agosto,LAVIEEN,323.83
MOOCA,LAVIEEN,Agosto,PRÓ-SÉRUM,150.0
MOOCA,LAVIEEN,Fevereiro,LAVIEEN,320.94
MOOCA,LAVIEEN,Janeiro,LAVIEEN,425.37
MOOCA,LAVIEEN,Julho,LAVIEEN,323.11
MOOCA,LAVIEEN,Julho,PRÓ-SÉRUM,150.0
MOOCA,LAVIEEN,Junho,LAVIEEN,333.9
MOOCA,LAVIEEN,Junho,PRÓ-SÉRUM,150.0
MOOCA,LAVIEEN,Maio,LAVIEEN,364.36
MOOCA,LAVIEEN,Maio,PRÓ-SÉRUM,150.0
MOOCA,LAVIEEN,Março,LAVIEEN,291.92
MOOCA,LAVIEEN,Novembro,LAVIEEN,264.91
MOOCA,LAVIEEN,Novembro,PRÓ-SÉRUM,149.04
MOOCA,LAVIEEN,Outubro,LAVIEEN,350.0
MOOCA,LAVIEEN,Outubro,PRÓ-SÉRUM,147.2
MOOCA,LAVIEEN,Setembro,LAVIEEN,356.82
MOOCA,LAVIEEN,Setembro,PRÓ-SÉRUM,150.0
MOOCA,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,859.49
MOOCA,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,847.09
MOOCA,MEDICINA ESTÉTICA,Agosto,PRÓ-BELLA,250.0
MOOCA,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,197.0
MOOCA,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,190.0
MOOCA,MEDICINA ESTÉTICA,Agosto,RADIESSE,1500.0
MOOCA,MEDICINA ESTÉTICA,Agosto,SCULPTRA,1922.22
MOOCA,MEDICINA ESTÉTICA,Agosto,SECAGEM,153.33
MOOCA,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,670.0
MOOCA,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,890.86
MOOCA,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,590.0
MOOCA,MEDICINA ESTÉTICA,Fevereiro,ENZIMA MELASMA,203.0
MOOCA,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,867.5
MOOCA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-BELLA,290.0
MOOCA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,200.75
MOOCA,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,1500.0
MOOCA,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,1950.0
MOOCA,MEDICINA ESTÉTICA,Janeiro,BOTOX POWER,952.5
MOOCA,MEDICINA ESTÉTICA,Janeiro,PREENCHIMENTO,926.36
MOOCA,MEDICINA ESTÉTICA,Janeiro,PRÓ-BELLA,232.0
MOOCA,MEDICINA ESTÉTICA,Janeiro,PRÓ-LIPO,211.67
MOOCA,MEDICINA ESTÉTICA,Janeiro,SCULPTRA,1866.67
MOOCA,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,617.0
MOOCA,MEDICINA ESTÉTICA,Julho,BOTOX POWER,835.54
MOOCA,MEDICINA ESTÉTICA,Julho,DERMAROLLER,483.33
MOOCA,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,257.14
MOOCA,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,869.4
MOOCA,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,240.0
MOOCA,MEDICINA ESTÉTICA,Julho,SCULPTRA,1917.86
MOOCA,MEDICINA ESTÉTICA,Julho,SECAGEM,190.0
MOOCA,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,700.0
MOOCA,MEDICINA ESTÉTICA,Junho,BOTOX POWER,882.25
MOOCA,MEDICINA ESTÉTICA,Junho,DERMAROLLER,500.0
MOOCA,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,261.67
MOOCA,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,878.17
MOOCA,MEDICINA ESTÉTICA,Junho,PRÓ-BELLA,200.0
MOOCA,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,200.0
MOOCA,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,195.0
MOOCA,MEDICINA ESTÉTICA,Junho,RADIESSE,1550.0
MOOCA,MEDICINA ESTÉTICA,Junho,SCULPTRA,1800.0
MOOCA,MEDICINA ESTÉTICA,Junho,SECAGEM,190.0
MOOCA,MEDICINA ESTÉTICA,Maio,BOTOX POWER,873.36
MOOCA,MEDICINA ESTÉTICA,Maio,DERMAROLLER,500.0
MOOCA,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,260.0
MOOCA,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,835.0
MOOCA,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,218.84
MOOCA,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,200.0
MOOCA,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,200.0
MOOCA,MEDICINA ESTÉTICA,Maio,RADIESSE,1600.0
MOOCA,MEDICINA ESTÉTICA,Maio,SCULPTRA,1765.0
MOOCA,MEDICINA ESTÉTICA,Maio,SECAGEM,130.0
MOOCA,MEDICINA ESTÉTICA,Março,BOTOX POWER,932.86
MOOCA,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,232.0
MOOCA,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,942.86
MOOCA,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,221.0
MOOCA,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,232.0
MOOCA,MEDICINA ESTÉTICA,Março,RADIESSE,1700.0
MOOCA,MEDICINA ESTÉTICA,Março,SCULPTRA,2000.0
MOOCA,MEDICINA ESTÉTICA,Novembro,BOTOX LIGHT,475.0
MOOCA,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,775.53
MOOCA,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,480.0
MOOCA,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,320.8
MOOCA,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,230.0
MOOCA,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,765.38
MOOCA,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,202.57
MOOCA,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,190.0
MOOCA,MEDICINA ESTÉTICA,Novembro,RADIESSE,1400.0
MOOCA,MEDICINA ESTÉTICA,Novembro,SCULPTRA,1763.12
MOOCA,MEDICINA ESTÉTICA,Novembro,SECAGEM,140.0
MOOCA,MEDICINA ESTÉTICA,Novembro,UP BUMBUM,10600.0
MOOCA,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,500.0
MOOCA,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,826.9
MOOCA,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,360.0
MOOCA,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,270.0
MOOCA,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,827.14
MOOCA,MEDICINA ESTÉTICA,Outubro,PRÓ-BELLA,280.0
MOOCA,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,193.33
MOOCA,MEDICINA ESTÉTICA,Outubro,PRÓ-MESO,202.06
MOOCA,MEDICINA ESTÉTICA,Outubro,SCULPTRA,1865.33
MOOCA,MEDICINA ESTÉTICA,Outubro,SECAGEM,170.0
MOOCA,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,500.0
MOOCA,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,833.06
MOOCA,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,463.33
MOOCA,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,230.0
MOOCA,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,829.17
MOOCA,MEDICINA ESTÉTICA,Setembro,PRÓ-BELLA,190.0
MOOCA,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,197.5
MOOCA,MEDICINA ESTÉTICA,Setembro,RADIESSE,1575.0
MOOCA,MEDICINA ESTÉTICA,Setembro,SCULPTRA,1872.73
MOOCA,MEDICINA ESTÉTICA,Setembro,SECAGEM,154.17
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,1818.0
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,1200.0
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,783.33
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,717.5
MOOCA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,1865.0
MOOCA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,690.0
MOOCA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,945.0
MOOCA,ULTRAFORMER_III,Janeiro,ULTRAFORMER FULLFACE,1837.78
MOOCA,ULTRAFORMER_III,Janeiro,ULTRAFORMER PAPADA,940.0
MOOCA,ULTRAFORMER_III,Janeiro,ULTRAFORMER PESCOÇO,900.0
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,1826.25
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER MAÇA DO ROSTO,1267.33
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,800.0
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,752.86
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1400.0
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,1743.33
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,1300.0
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,726.67
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,574.0
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,1300.0
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER BRAÇO,2200.0
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,1784.0
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,790.5
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,774.83
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,1325.0
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,1748.75
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,690.43
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER PESCOÇO,1050.0
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,1515.62
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,2254.0
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER GLUTEO,1000.0
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,625.0
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,603.33
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,895.0
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,1682.0
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO,2300.0
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER MAÇA DO ROSTO,900.0
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,690.0
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,726.67
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,1779.35
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE + PESCOÇO,2300.0
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER GLUTEO,1600.0
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,765.0
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,761.8
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,1190.0
OSASCO,ESTÉTICA,Agosto,CARBOXITERAPIA,99.0
OSASCO,ESTÉTICA,Agosto,CRIOLIPÓLISE,420.5
OSASCO,ESTÉTICA,Agosto,DRENAGEM,90.62
OSASCO,ESTÉTICA,Agosto,DRENAGEM 30 MIN,59.0
OSASCO,ESTÉTICA,Agosto,HECCUS,99.0
OSASCO,ESTÉTICA,Agosto,LIMPEZA DE PELE,72.5
OSASCO,ESTÉTICA,Agosto,PRÓ-SHAPE,99.67
OSASCO,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,99.0
OSASCO,ESTÉTICA,Fevereiro,CARBOXITERAPIA,120.5
OSASCO,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,361.67
OSASCO,ESTÉTICA,Fevereiro,DRENAGEM,83.86
OSASCO,ESTÉTICA,Fevereiro,HECCUS,99.0
OSASCO,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,59.18
OSASCO,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,109.75
OSASCO,ESTÉTICA,Janeiro,CARBOXITERAPIA,97.42
OSASCO,ESTÉTICA,Janeiro,CRIOLIPÓLISE,390.2
OSASCO,ESTÉTICA,Janeiro,DRENAGEM,96.33
OSASCO,ESTÉTICA,Janeiro,DRENAGEM 30 MIN,59.0
OSASCO,ESTÉTICA,Janeiro,LIMPEZA DE PELE,90.0
OSASCO,ESTÉTICA,Janeiro,PRÓ- SHAPE,135.0
OSASCO,ESTÉTICA,Janeiro,RADIOFREQUÊNCIA,95.83
OSASCO,ESTÉTICA,Julho,CARBOXITERAPIA,99.0
OSASCO,ESTÉTICA,Julho,CRIOLIPÓLISE,473.92
OSASCO,ESTÉTICA,Julho,DRENAGEM,97.11
OSASCO,ESTÉTICA,Julho,HECCUS,99.0
OSASCO,ESTÉTICA,Julho,LIMPEZA DE PELE,64.21
OSASCO,ESTÉTICA,Julho,RADIOFREQUÊNCIA,99.0
OSASCO,ESTÉTICA,Junho,CARBOXITERAPIA,97.59
OSASCO,ESTÉTICA,Junho,CRIOLIPÓLISE,550.0
OSASCO,ESTÉTICA,Junho,DRENAGEM,79.0
OSASCO,ESTÉTICA,Junho,DRENAGEM 30 MIN,59.0
OSASCO,ESTÉTICA,Junho,HECCUS,99.0
OSASCO,ESTÉTICA,Junho,LIMPEZA DE PELE,57.21
OSASCO,ESTÉTICA,Junho,PRÓ- SHAPE,130.0
OSASCO,ESTÉTICA,Junho,RADIOFREQUÊNCIA,113.33
OSASCO,ESTÉTICA,Maio,CARBOXITERAPIA,113.33
OSASCO,ESTÉTICA,Maio,CRIOLIPÓLISE,436.67
OSASCO,ESTÉTICA,Maio,DRENAGEM,88.0
OSASCO,ESTÉTICA,Maio,HECCUS,120.5
OSASCO,ESTÉTICA,Maio,LIMPEZA DE PELE,54.14
OSASCO,ESTÉTICA,Maio,PEELING DE DIAMANTE,100.0
OSASCO,ESTÉTICA,Maio,PRÓ-SHAPE,106.7
OSASCO,ESTÉTICA,Maio,RADIOFREQUÊNCIA,142.0
OSASCO,ESTÉTICA,Março,CARBOXITERAPIA,99.0
OSASCO,ESTÉTICA,Março,CRIOLIPÓLISE,390.0
OSASCO,ESTÉTICA,Março,DRENAGEM,86.88
OSASCO,ESTÉTICA,Março,DRENAGEM 30 MIN,59.0
OSASCO,ESTÉTICA,Março,HECCUS,95.75
OSASCO,ESTÉTICA,Março,LIMPEZA DE PELE,83.33
OSASCO,ESTÉTICA,Março,PEELING DE DIAMANTE,162.0
OSASCO,ESTÉTICA,Novembro,CARBOXITERAPIA,98.97
OSASCO,ESTÉTICA,Novembro,CRIOLIPÓLISE,309.0
OSASCO,ESTÉTICA,Novembro,DRENAGEM,98.56
OSASCO,ESTÉTICA,Novembro,DRENAGEM 30 MIN,59.0
OSASCO,ESTÉTICA,Novembro,HECCUS,99.0
OSASCO,ESTÉTICA,Novembro,LIMPEZA DE PELE,50.27
OSASCO,ESTÉTICA,Novembro,PRÓ- SHAPE,99.0
OSASCO,ESTÉTICA,Novembro,PRÓ-SHAPE,99.5
OSASCO,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,94.06
OSASCO,ESTÉTICA,Outubro,CARBOXITERAPIA,99.0
OSASCO,ESTÉTICA,Outubro,CRIOLIPÓLISE,420.0
OSASCO,ESTÉTICA,Outubro,DRENAGEM,111.84
OSASCO,ESTÉTICA,Outubro,DRENAGEM 30 MIN,59.0
