Unidade,Grupo,Mês venda,Procedimentos Padronizados,Valor liquido item,Margem de Contribuição (R$),Margem de Contribuição (%)
MOOCA,LAVIEEN,Setembro,PRÓ-SÉRUM,1800.0,462.84,25.71333333333334
MOOCA,MEDICINA ESTÉTICA,Abril,BOTOX LIGHT,600.0,260.78,43.463333333333324
MOOCA,MEDICINA ESTÉTICA,Abril,BOTOX POWER,13698.0,4737.45,34.584970068623164
MOOCA,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,5683.0,3319.31,58.40767552349112
MOOCA,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,21098.0,7437.53,35.25229500426581
MOOCA,MEDICINA ESTÉTICA,Abril,PRÓ-BELLA,1290.0,507.37,39.33069767441861
MOOCA,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,3000.0,1493.55,49.785000000000004
MOOCA,MEDICINA ESTÉTICA,Abril,RADIESSE,1500.0,286.92,19.128000000000007
MOOCA,MEDICINA ESTÉTICA,Abril,SCULPTRA,9700.0,1671.48,17.231752577319586
MOOCA,MEDICINA ESTÉTICA,Abril,SECAGEM,1520.0,892.21,58.697894736842116
MOOCA,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,8594.9,2984.64,34.72573805396223
MOOCA,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,14358.0,5065.53,35.28021451455635
MOOCA,MEDICINA ESTÉTICA,Agosto,PRÓ-BELLA,2500.0,1092.5,43.7
MOOCA,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,8910.0,4417.16,49.57535353535354
MOOCA,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,950.0,441.03,46.42421052631579
MOOCA,MEDICINA ESTÉTICA,Agosto,RADIESSE,3000.0,573.84,19.128000000000007
MOOCA,MEDICINA ESTÉTICA,Agosto,SCULPTRA,22700.0,3602.42,15.869691629955945
MOOCA,MEDICINA ESTÉTICA,Agosto,SECAGEM,910.0,506.91,55.70483516483517
MOOCA,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,670.0,310.16,46.29223880597016
MOOCA,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,6236.0,2244.13,35.98676074406672
MOOCA,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,590.0,300.71,50.967118644067796
MOOCA,MEDICINA ESTÉTICA,Fevereiro,ENZIMA MELASMA,609.0,276.23,45.357733990147786
MOOCA,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,7840.0,2850.14,36.35377551020409
MOOCA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-BELLA,580.0,274.93,47.402068965517245
MOOCA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,5815.0,2898.11,49.838538263112646
MOOCA,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,1500.0,286.92,19.128000000000007
MOOCA,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,15600.0,2730.8,17.505128205128205
MOOCA,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,1851.0,818.32,44.209367909238246
MOOCA,MEDICINA ESTÉTICA,Julho,BOTOX POWER,10862.0,3660.39,33.699086724360164
MOOCA,MEDICINA ESTÉTICA,Julho,DERMAROLLER,1450.0,676.39,46.64758620689655
MOOCA,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,4340.0,2528.66,58.26396313364056
MOOCA,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,14469.0,5143.83,35.55071255788238
MOOCA,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,3850.0,2093.14,54.367272727272734
MOOCA,MEDICINA ESTÉTICA,Julho,SCULPTRA,30450.0,4932.55,16.198850574712644
MOOCA,MEDICINA ESTÉTICA,Julho,SECAGEM,190.0,111.53,58.697894736842116
MOOCA,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,700.0,331.32,47.33142857142857
MOOCA,MEDICINA ESTÉTICA,Junho,BOTOX POWER,3529.0,1258.08,35.64966279399264
MOOCA,MEDICINA ESTÉTICA,Junho,DERMAROLLER,3000.0,1423.32,47.443999999999996
MOOCA,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,2920.0,1683.69,57.66054794520549
MOOCA,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,7668.0,2728.81,35.58694835680751
MOOCA,MEDICINA ESTÉTICA,Junho,PRÓ-BELLA,2000.0,739.8,36.99
MOOCA,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,1000.0,497.85,49.785000000000004
MOOCA,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,1550.0,726.81,46.89096774193548
MOOCA,MEDICINA ESTÉTICA,Junho,RADIESSE,3100.0,644.38,20.786451612903228
MOOCA,MEDICINA ESTÉTICA,Junho,SCULPTRA,19800.0,2590.94,13.085555555555553
MOOCA,MEDICINA ESTÉTICA,Junho,SECAGEM,190.0,111.53,58.697894736842116
MOOCA,MEDICINA ESTÉTICA,Maio,BOTOX POWER,13027.0,4571.95,35.09592231519154
MOOCA,MEDICINA ESTÉTICA,Maio,DERMAROLLER,1500.0,711.66,47.443999999999996
MOOCA,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,2820.0,1644.49,58.31517730496455
MOOCA,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,15260.0,5404.0,35.41287024901704
MOOCA,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,1094.2,436.35,39.878329373057944
MOOCA,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,7000.0,3484.95,49.78500000000001
MOOCA,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,4000.0,1905.2,47.63
MOOCA,MEDICINA ESTÉTICA,Maio,RADIESSE,3200.0,714.92,22.341250000000006
MOOCA,MEDICINA ESTÉTICA,Maio,SCULPTRA,26850.0,3427.29,12.764581005586592
MOOCA,MEDICINA ESTÉTICA,Maio,SECAGEM,650.0,346.01,53.23230769230769
MOOCA,MEDICINA ESTÉTICA,Março,BOTOX POWER,6530.0,2451.52,37.54245022970905
MOOCA,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,1508.0,844.36,55.992254641909824
MOOCA,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,14084.3,5468.07,38.823833772356465
MOOCA,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,1105.0,443.97,40.17800904977376
MOOCA,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,2320.0,1221.43,52.64775862068966
MOOCA,MEDICINA ESTÉTICA,Março,RADIESSE,1700.0,428.0,25.1764705882353
MOOCA,MEDICINA ESTÉTICA,Março,SCULPTRA,6000.0,1129.86,18.831000000000003
MOOCA,MEDICINA ESTÉTICA,Novembro,BOTOX LIGHT,500.0,190.24,38.048
MOOCA,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,5685.0,1855.46,32.63780123131047
MOOCA,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,900.0,403.9,44.87777777777778
MOOCA,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,1604.0,639.66,39.879152119700755
MOOCA,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,12000.0,3997.8,33.315
MOOCA,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,6587.0,3276.64,49.74403825717324
MOOCA,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,190.0,88.21,46.424210526315804
MOOCA,MEDICINA ESTÉTICA,Novembro,SCULPTRA,7205.0,945.69,13.125426786953504
MOOCA,MEDICINA ESTÉTICA,Novembro,SECAGEM,160.0,90.36,56.477500000000006
MOOCA,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,500.0,190.24,38.048
MOOCA,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,8269.0,2754.75,33.31421695489177
MOOCA,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,1800.0,777.92,43.21777777777778
MOOCA,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,1410.0,837.91,59.426524822695036
MOOCA,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,9790.0,3332.27,34.03744637385087
MOOCA,MEDICINA ESTÉTICA,Outubro,PRÓ-BELLA,1400.0,652.06,46.57571428571429
MOOCA,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,3330.0,1643.31,49.34870870870872
MOOCA,MEDICINA ESTÉTICA,Outubro,PRÓ-MESO,2037.0,978.7,48.04613647520864
MOOCA,MEDICINA ESTÉTICA,Outubro,SCULPTRA,11192.0,1689.76,15.097898498927806
MOOCA,MEDICINA ESTÉTICA,Outubro,SECAGEM,2030.0,1139.46,56.131133004926106
MOOCA,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,1500.0,570.72,38.047999999999995
MOOCA,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,14128.99,4733.65,33.50309927319646
MOOCA,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,2190.0,967.43,44.17470319634703
MOOCA,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,1780.0,1004.89,56.45460674157303
MOOCA,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,18040.0,6173.82,34.22292682926829
MOOCA,MEDICINA ESTÉTICA,Setembro,PRÓ-BELLA,1900.0,669.26,35.224210526315794
MOOCA,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,5945.0,2948.3,49.59298570227083
MOOCA,MEDICINA ESTÉTICA,Setembro,RADIESSE,6300.0,1359.3,21.576190476190483
MOOCA,MEDICINA ESTÉTICA,Setembro,SCULPTRA,24700.0,3979.04,16.109473684210524
MOOCA,MEDICINA ESTÉTICA,Setembro,SECAGEM,1910.0,1077.31,56.403874345549745
MOOCA,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,18830.0,5926.48,31.473616569304312
MOOCA,ULTRAFORMER_III,Abril,ULTRAFORMER OLHOS,700.0,250.66,35.80857142857143
MOOCA,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,6740.0,2476.32,36.74059347181009
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,9090.0,2733.99,30.076853685368544
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,2400.0,851.72,35.48833333333333
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,3900.0,1535.46,39.370769230769234
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,5850.0,2101.63,35.92529914529915
MOOCA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,11190.0,3479.71,31.096568364611265
MOOCA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,690.0,243.61,35.30521739130435
MOOCA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,1890.0,826.97,43.754814814814814
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,14610.0,4420.93,30.25964407939768
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER MAÇA DO ROSTO,3802.0,1420.07,37.35062598632299
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,800.0,321.2,40.150000000000006
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,11340.0,4202.44,37.05851851851852
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1400.0,524.44,37.46000000000001
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,22620.0,6393.09,28.262988505747128
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,2600.0,992.8,38.18461538461539
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,4470.0,1694.42,37.90644295302014
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,5050.0,1284.19,25.42950495049505
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,5200.0,1815.6,34.91538461538462
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER BRAÇO,2200.0,533.76,24.261818181818192
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,17840.0,5228.14,29.30569506726458
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,3363.0,1399.78,41.62296164139161
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,8747.0,3385.81,38.70828626957814
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,8300.0,3076.1,37.061445783132534
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,15690.0,4447.15,28.34382409177821
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,5523.0,1870.96,33.875868187579215
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER PESCOÇO,1050.0,277.55,26.433333333333337
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,4950.0,1284.87,25.9569696969697
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,6890.0,1802.97,26.1678664731495
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,800.0,321.2,40.150000000000006
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,1380.0,467.21,33.85594202898551
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,8410.0,2254.31,26.80516052318669
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO,2300.0,603.34,26.232173913043482
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER MAÇA DO ROSTO,900.0,214.24,23.804444444444446
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,690.0,243.61,35.30521739130435
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,6450.0,2271.75,35.22093023255814
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,31939.0,9288.61,29.08234634772536
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE + PESCOÇO,2300.0,603.34,26.232173913043482
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER GLUTEO,1600.0,215.52,13.47
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,5730.0,2340.1,40.83947643979057
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,5907.0,2394.96,40.54440155747419
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,2380.0,752.61,31.622352941176473
OSASCO,ESTÉTICA,Abril,CARBOXITERAPIA,495.0,228.57,46.17636363636363
OSASCO,ESTÉTICA,Abril,CRIOLIPÓLISE,4029.0,1707.19,42.37246463142218
OSASCO,ESTÉTICA,Abril,DRENAGEM,11014.0,3721.88,33.79222444161976
OSASCO,ESTÉTICA,Abril,DRENAGEM 30 MIN,230.0,58.68,25.513913043478258
OSASCO,ESTÉTICA,Abril,HECCUS,1630.4,826.08,50.66757605495583
OSASCO,ESTÉTICA,Abril,LIMPEZA DE PELE,6690.0,1182.27,17.672137518684604
OSASCO,ESTÉTICA,Abril,PEELING DE DIAMANTE,619.0,305.8,49.40268174474959
OSASCO,ESTÉTICA,Agosto,CARBOXITERAPIA,2178.0,1005.72,46.17636363636363
OSASCO,ESTÉTICA,Agosto,CRIOLIPÓLISE,10875.0,4885.63,44.92537931034482
OSASCO,ESTÉTICA,Agosto,DRENAGEM,10444.0,3869.09,37.046032171581764
OSASCO,ESTÉTICA,Agosto,DRENAGEM 30 MIN,295.0,121.79,41.28576271186441
OSASCO,ESTÉTICA,Agosto,HECCUS,1980.0,964.69,48.721818181818186
OSASCO,ESTÉTICA,Agosto,LIMPEZA DE PELE,9020.0,878.59,9.740443458980048
OSASCO,ESTÉTICA,Agosto,PRÓ-SHAPE,1390.0,424.71,30.554388489208634
OSASCO,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,990.0,411.85,41.60060606060606
OSASCO,ESTÉTICA,Fevereiro,CARBOXITERAPIA,2410.0,1217.61,50.523402489626555
OSASCO,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,1780.0,739.76,41.55966292134831
OSASCO,ESTÉTICA,Fevereiro,DRENAGEM,2641.0,908.93,34.41618326391518
OSASCO,ESTÉTICA,Fevereiro,HECCUS,297.0,144.7,48.721818181818186
OSASCO,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,6160.0,53.34,0.8659740259740275
OSASCO,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,3400.0,1538.86,45.26058823529412
OSASCO,ESTÉTICA,Julho,CARBOXITERAPIA,1782.0,822.86,46.17636363636363
OSASCO,ESTÉTICA,Julho,CRIOLIPÓLISE,3809.6,1861.93,48.8747333053339
OSASCO,ESTÉTICA,Julho,DRENAGEM,5745.0,2173.37,37.830687554395126
OSASCO,ESTÉTICA,Julho,HECCUS,1980.0,964.69,48.721818181818186
OSASCO,ESTÉTICA,Julho,LIMPEZA DE PELE,11880.0,114.23,0.9615488215488218
OSASCO,ESTÉTICA,Julho,RADIOFREQUÊNCIA,297.0,123.55,41.60060606060607
OSASCO,ESTÉTICA,Junho,CARBOXITERAPIA,2624.2,1199.87,45.723293956253336
OSASCO,ESTÉTICA,Junho,CRIOLIPÓLISE,1100.0,569.6,51.78181818181818
OSASCO,ESTÉTICA,Junho,DRENAGEM,4582.0,1555.36,33.94506329113924
OSASCO,ESTÉTICA,Junho,DRENAGEM 30 MIN,885.0,365.38,41.28576271186441
OSASCO,ESTÉTICA,Junho,HECCUS,792.0,385.88,48.721818181818186
OSASCO,ESTÉTICA,Junho,LIMPEZA DE PELE,7890.0,-355.65,-4.5076552598225605
OSASCO,ESTÉTICA,Junho,PRÓ- SHAPE,1300.0,520.02,40.00153846153846
OSASCO,ESTÉTICA,Junho,RADIOFREQUÊNCIA,2905.0,1332.94,45.884234079173844
OSASCO,ESTÉTICA,Maio,CARBOXITERAPIA,1627.0,761.77,46.82027043638598
OSASCO,ESTÉTICA,Maio,CRIOLIPÓLISE,3380.0,1558.89,46.121065088757405
OSASCO,ESTÉTICA,Maio,DRENAGEM,8500.0,2931.44,34.48752941176471
OSASCO,ESTÉTICA,Maio,HECCUS,1274.0,639.48,50.19463108320251
OSASCO,ESTÉTICA,Maio,LIMPEZA DE PELE,9560.0,-568.54,-5.94702928870293
OSASCO,ESTÉTICA,Maio,PEELING DE DIAMANTE,400.0,151.32,37.83
OSASCO,ESTÉTICA,Maio,PRÓ-SHAPE,1067.0,355.66,33.332877225866916
OSASCO,ESTÉTICA,Maio,RADIOFREQUÊNCIA,142.0,71.52,50.363943661971824
OSASCO,ESTÉTICA,Março,CARBOXITERAPIA,1485.0,685.72,46.17636363636363
OSASCO,ESTÉTICA,Março,CRIOLIPÓLISE,1950.0,859.68,44.08615384615384
OSASCO,ESTÉTICA,Março,DRENAGEM,3697.0,1278.0,34.568671896131995
OSASCO,ESTÉTICA,Março,DRENAGEM 30 MIN,354.0,146.15,41.2857627118644
OSASCO,ESTÉTICA,Março,HECCUS,1915.0,918.84,47.98125326370757
OSASCO,ESTÉTICA,Março,LIMPEZA DE PELE,3500.0,799.82,22.852000000000004
OSASCO,ESTÉTICA,Março,PEELING DE DIAMANTE,162.0,81.56,50.34864197530864
OSASCO,ESTÉTICA,Novembro,CARBOXITERAPIA,2870.0,1325.02,46.16787456445993
OSASCO,ESTÉTICA,Novembro,CRIOLIPÓLISE,6422.5,2467.03,38.412323861424674
OSASCO,ESTÉTICA,Novembro,DRENAGEM,3202.0,1304.66,40.7451842598376
OSASCO,ESTÉTICA,Novembro,HECCUS,990.0,482.35,48.721818181818186
OSASCO,ESTÉTICA,Novembro,LIMPEZA DE PELE,8290.0,-709.33,-8.556501809408926
OSASCO,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,505.0,184.33,36.50039603960396
OSASCO,ESTÉTICA,Outubro,CARBOXITERAPIA,1485.0,685.72,46.17636363636363
OSASCO,ESTÉTICA,Outubro,CRIOLIPÓLISE,2420.0,1088.05,44.960661157024795
OSASCO,ESTÉTICA,Outubro,DRENAGEM,4744.0,2016.56,42.50753794266442
OSASCO,ESTÉTICA,Outubro,DRENAGEM 30 MIN,1357.0,560.25,41.28576271186441
OSASCO,ESTÉTICA,Outubro,HECCUS,1980.0,964.69,48.721818181818186
OSASCO,ESTÉTICA,Outubro,LIMPEZA DE PELE,5400.0,1424.76,26.384444444444448
OSASCO,ESTÉTICA,Outubro,PRÓ- SHAPE,1925.0,802.09,41.667272727272724
OSASCO,ESTÉTICA,Outubro,PRÓ-SHAPE,850.0,321.69,37.84588235294117
OSASCO,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,297.0,123.55,41.60060606060607
OSASCO,ESTÉTICA,Setembro,CARBOXITERAPIA,2277.0,1051.44,46.17636363636364
OSASCO,ESTÉTICA,Setembro,CRIOLIPÓLISE,7405.0,3263.26,44.06829169480081
OSASCO,ESTÉTICA,Setembro,DRENAGEM,5941.0,2456.18,41.34289513549908
OSASCO,ESTÉTICA,Setembro,DRENAGEM 30 MIN,708.0,292.3,41.2857627118644
OSASCO,ESTÉTICA,Setembro,HECCUS,2132.0,1050.31,49.264202626641655
OSASCO,ESTÉTICA,Setembro,LIMPEZA DE PELE,6390.0,1685.97,26.384444444444448
OSASCO,ESTÉTICA,Setembro,PRÓ- SHAPE,1300.0,520.02,40.00153846153846
OSASCO,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,1485.0,617.77,41.60060606060606
OSASCO,LAVIEEN,Abril,LAVIEEN,21038.0,9809.21,46.62612986025288
OSASCO,LAVIEEN,Abril,PRÓ-SÉRUM,600.0,154.28,25.71333333333334
OSASCO,LAVIEEN,Agosto,LAVIEEN,17685.0,7057.0,39.90386768447838
OSASCO,LAVIEEN,Agosto,PRÓ-SÉRUM,7200.0,1851.36,25.71333333333333
OSASCO,LAVIEEN,Fevereiro,LAVIEEN,22370.0,11232.55,50.21255252570407
OSASCO,LAVIEEN,Julho,LAVIEEN,13422.0,5791.38,43.14840411265087
OSASCO,LAVIEEN,Julho,PRÓ-SÉRUM,4050.0,1041.39,25.71333333333334
OSASCO,LAVIEEN,Junho,LAVIEEN,13091.0,5557.89,42.45582002902758
OSASCO,LAVIEEN,Junho,PRÓ-SÉRUM,1950.0,501.41,25.71333333333334
OSASCO,LAVIEEN,Maio,LAVIEEN,16429.0,6364.52,38.73952522977662
OSASCO,LAVIEEN,Maio,PRÓ-SÉRUM,6300.0,1619.94,25.71333333333334
OSASCO,LAVIEEN,Março,LAVIEEN,14160.0,7472.96,52.77516949152543
OSASCO,LAVIEEN,Novembro,LAVIEEN,6042.0,2520.53,41.71676266137041
OSASCO,LAVIEEN,Novembro,PRÓ-SÉRUM,2550.0,655.69,25.71333333333334
OSASCO,LAVIEEN,Outubro,LAVIEEN,9024.0,3559.78,39.44791223404256
OSASCO,LAVIEEN,Outubro,PRÓ-SÉRUM,4500.0,1157.1,25.71333333333334
OSASCO,LAVIEEN,Setembro,LAVIEEN,8461.0,3452.89,40.80947169365323
OSASCO,LAVIEEN,Setembro,PRÓ-SÉRUM,6900.0,1774.22,25.71333333333334
OSASCO,MEDICINA ESTÉTICA,Abril,BOTOX POWER,18386.0,6505.26,35.38161862286523
OSASCO,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,2390.0,1403.85,58.73832635983265
OSASCO,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,33198.0,11803.67,35.55536237122719
OSASCO,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,1800.0,937.64,52.09111111111112
OSASCO,MEDICINA ESTÉTICA,Abril,PRÓ-MESO,696.0,124.4,17.873333333333335
OSASCO,MEDICINA ESTÉTICA,Abril,RADIESSE,3400.0,856.0,25.176470588235304
OSASCO,MEDICINA ESTÉTICA,Abril,SCULPTRA,20300.0,2943.64,14.500689655172414
OSASCO,MEDICINA ESTÉTICA,Abril,SECAGEM,1465.0,808.41,55.18163822525598
OSASCO,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,1620.0,655.37,40.45481481481481
OSASCO,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,21280.9,7008.23,32.93200409757107
OSASCO,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,4290.0,1755.89,40.92974358974358
OSASCO,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,2250.0,1242.41,55.218222222222224
OSASCO,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,25943.0,8770.59,33.80716262575647
OSASCO,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,6100.0,3057.64,50.125245901639346
OSASCO,MEDICINA ESTÉTICA,Agosto,RADIESSE,3599.0,996.37,27.684762434009457
OSASCO,MEDICINA ESTÉTICA,Agosto,SCULPTRA,27000.0,3533.1,13.085555555555553
OSASCO,MEDICINA ESTÉTICA,Agosto,SECAGEM,860.0,471.64,54.84232558139534
OSASCO,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,600.0,260.78,43.463333333333324
OSASCO,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,10707.0,3858.88,36.04070047632391
OSASCO,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,1000.0,474.44,47.443999999999996
OSASCO,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,2490.0,1411.71,56.69502008032129
OSASCO,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,12080.0,4352.03,36.02675496688742
OSASCO,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,5170.0,2567.66,49.66456479690523
OSASCO,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,3400.0,856.0,25.1764705882353
OSASCO,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,12000.0,2259.72,18.831000000000003
OSASCO,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,760.0,423.6,55.737368421052636
OSASCO,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,501.0,190.95,38.11285429141716
OSASCO,MEDICINA ESTÉTICA,Julho,BOTOX POWER,23860.0,7904.06,33.12683989941325
OSASCO,MEDICINA ESTÉTICA,Julho,DERMAROLLER,1239.0,527.55,42.578740920096855
OSASCO,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,4570.0,2471.52,54.08135667396061
OSASCO,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,21929.0,7428.12,33.87348533904875
OSASCO,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,950.0,462.58,48.69263157894738
OSASCO,MEDICINA ESTÉTICA,Julho,RADIESSE,4600.0,931.3,20.245652173913047
OSASCO,MEDICINA ESTÉTICA,Julho,SCULPTRA,16300.0,2190.4,13.438036809815948
OSASCO,MEDICINA ESTÉTICA,Julho,SECAGEM,1140.0,601.66,52.77684210526316
OSASCO,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,590.0,253.73,43.00440677966101
OSASCO,MEDICINA ESTÉTICA,Junho,BOTOX POWER,20703.0,6600.58,31.882220934164135
OSASCO,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,2020.0,1080.17,53.473663366336645
OSASCO,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,20521.0,7030.51,34.260091613469136
OSASCO,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,5100.0,2559.79,50.191960784313736
OSASCO,MEDICINA ESTÉTICA,Junho,SCULPTRA,14600.0,2025.4,13.872602739726025
OSASCO,MEDICINA ESTÉTICA,Junho,SECAGEM,684.0,347.49,50.80315789473684
OSASCO,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,490.0,183.19,37.384897959183675
OSASCO,MEDICINA ESTÉTICA,Maio,BOTOX POWER,17750.0,6056.63,34.12185915492959
