Unidade,Grupo,Mês venda,Procedimentos Padronizados,Quantidade
MOEMA,MEDICINA ESTÉTICA,Outubro,SCULPTRA,18.0
MOEMA,MEDICINA ESTÉTICA,Outubro,SECAGEM,13.0
MOEMA,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,16.0
MOEMA,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,63.0
MOEMA,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,12.0
MOEMA,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,11.0
MOEMA,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,81.0
MOEMA,MEDICINA ESTÉTICA,Setembro,PRÓ-BELLA,5.0
MOEMA,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,25.0
MOEMA,MEDICINA ESTÉTICA,Setembro,RADIESSE,7.0
MOEMA,MEDICINA ESTÉTICA,Setembro,SCULPTRA,33.0
MOEMA,MEDICINA ESTÉTICA,Setembro,SECAGEM,19.0
MOEMA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,51.0
MOEMA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO,3.0
MOEMA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,1.0
MOEMA,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,2.0
MOEMA,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,7.0
MOEMA,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,27.0
MOEMA,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,6.0
MOEMA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,22.0
MOEMA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,6.0
MOEMA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER INTERNO COXA,3.0
MOEMA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER MAÇA DO ROSTO,1.0
MOEMA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,6.0
MOEMA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,10.0
MOEMA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,4.0
MOEMA,ULTRAFORMER_III,Janeiro,ULTRAFORMER FULLFACE,22.0
MOEMA,ULTRAFORMER_III,Janeiro,ULTRAFORMER FULLFACE + PESCOÇO,2.0
MOEMA,ULTRAFORMER_III,Janeiro,ULTRAFORMER INTERNO COXA,1.0
MOEMA,ULTRAFORMER_III,Janeiro,ULTRAFORMER MAÇA DO ROSTO,1.0
MOEMA,ULTRAFORMER_III,Janeiro,ULTRAFORMER OLHOS,1.0
MOEMA,ULTRAFORMER_III,Janeiro,ULTRAFORMER PAPADA,12.0
MOEMA,ULTRAFORMER_III,Janeiro,ULTRAFORMER PESCOÇO,1.0
MOEMA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,30.0
MOEMA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,3.0
MOEMA,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,4.0
MOEMA,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,16.0
MOEMA,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,3.0
MOEMA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,23.0
MOEMA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE + PESCOÇO,2.0
MOEMA,ULTRAFORMER_III,Junho,ULTRAFORMER INTERNO COXA,4.0
MOEMA,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,1.0
MOEMA,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,6.0
MOEMA,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,24.0
MOEMA,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,5.0
MOEMA,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,32.0
MOEMA,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE + PESCOÇO,2.0
MOEMA,ULTRAFORMER_III,Maio,ULTRAFORMER INTERNO COXA,3.0
MOEMA,ULTRAFORMER_III,Maio,ULTRAFORMER MAÇA DO ROSTO,1.0
MOEMA,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,4.0
MOEMA,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,21.0
MOEMA,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,7.0
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER BRAÇO,1.0
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,32.0
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO,10.0
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER INTERNO COXA,4.0
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER MAÇA DO ROSTO,1.0
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,6.0
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,22.0
MOEMA,ULTRAFORMER_III,Março,ULTRAFORMER PESCOÇO,8.0
MOEMA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,40.0
MOEMA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,13.0
MOEMA,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,1.0
MOEMA,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,10.0
MOEMA,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,45.0
MOEMA,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,22.0
MOEMA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,18.0
MOEMA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO,5.0
MOEMA,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,14.0
MOEMA,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,22.0
MOEMA,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,3.0
MOEMA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,32.0
MOEMA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE + PESCOÇO,5.0
MOEMA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,2.0
MOEMA,ULTRAFORMER_III,Setembro,ULTRAFORMER INTERNO COXA,2.0
MOEMA,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,14.0
MOEMA,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,8.0
MOEMA,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,6.0
MOOCA,ESTÉTICA,Agosto,CARBOXITERAPIA,10.0
MOOCA,ESTÉTICA,Agosto,CRIOLIPÓLISE,11.0
MOOCA,ESTÉTICA,Agosto,DRENAGEM,59.0
MOOCA,ESTÉTICA,Agosto,DRENAGEM 30 MIN,21.0
MOOCA,ESTÉTICA,Agosto,HECCUS,40.0
MOOCA,ESTÉTICA,Agosto,HIDRATAÇÃO,1.0
MOOCA,ESTÉTICA,Agosto,LIMPEZA DE PELE,45.0
MOOCA,ESTÉTICA,Agosto,PEELING DE DIAMANTE,1.0
MOOCA,ESTÉTICA,Agosto,PRÓ- SHAPE,5.0
MOOCA,ESTÉTICA,Agosto,PRÓ-SHAPE,9.0
MOOCA,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,12.0
MOOCA,ESTÉTICA,Fevereiro,CARBOXITERAPIA,20.0
MOOCA,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,11.0
MOOCA,ESTÉTICA,Fevereiro,DRENAGEM,27.0
MOOCA,ESTÉTICA,Fevereiro,HECCUS,8.0
MOOCA,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,103.0
MOOCA,ESTÉTICA,Fevereiro,PRÓ- SHAPE,4.0
MOOCA,ESTÉTICA,Janeiro,CARBOXITERAPIA,10.0
MOOCA,ESTÉTICA,Janeiro,CRIOLIPÓLISE,6.0
MOOCA,ESTÉTICA,Janeiro,DRENAGEM,54.0
MOOCA,ESTÉTICA,Janeiro,DRENAGEM 30 MIN,1.0
MOOCA,ESTÉTICA,Janeiro,HECCUS,16.0
MOOCA,ESTÉTICA,Janeiro,HIDRATAÇÃO,1.0
MOOCA,ESTÉTICA,Janeiro,LIMPEZA DE PELE,103.0
MOOCA,ESTÉTICA,Janeiro,PEELING DE DIAMANTE,1.0
MOOCA,ESTÉTICA,Janeiro,PRÓ- SHAPE,2.0
MOOCA,ESTÉTICA,Julho,CARBOXITERAPIA,30.0
MOOCA,ESTÉTICA,Julho,CRIOLIPÓLISE,4.0
MOOCA,ESTÉTICA,Julho,DRENAGEM,18.0
MOOCA,ESTÉTICA,Julho,DRENAGEM 30 MIN,8.0
MOOCA,ESTÉTICA,Julho,HECCUS,5.0
MOOCA,ESTÉTICA,Julho,LIMPEZA DE PELE,103.0
MOOCA,ESTÉTICA,Julho,PRÓ- SHAPE,10.0
MOOCA,ESTÉTICA,Julho,PRÓ-SHAPE,9.0
MOOCA,ESTÉTICA,Julho,RADIOFREQUÊNCIA,10.0
MOOCA,ESTÉTICA,Junho,CARBOXITERAPIA,10.0
MOOCA,ESTÉTICA,Junho,DRENAGEM,37.0
MOOCA,ESTÉTICA,Junho,HIDRATAÇÃO,3.0
MOOCA,ESTÉTICA,Junho,LIMPEZA DE PELE,127.0
MOOCA,ESTÉTICA,Junho,PRÓ-SHAPE,10.0
MOOCA,ESTÉTICA,Maio,CARBOXITERAPIA,13.0
MOOCA,ESTÉTICA,Maio,CRIOLIPÓLISE,7.0
MOOCA,ESTÉTICA,Maio,DRENAGEM,67.0
MOOCA,ESTÉTICA,Maio,DRENAGEM 30 MIN,6.0
MOOCA,ESTÉTICA,Maio,HECCUS,49.0
MOOCA,ESTÉTICA,Maio,LIMPEZA DE PELE,96.0
MOOCA,ESTÉTICA,Maio,PEELING DE DIAMANTE,6.0
MOOCA,ESTÉTICA,Maio,PRÓ- SHAPE,1.0
MOOCA,ESTÉTICA,Maio,PRÓ-SHAPE,34.0
MOOCA,ESTÉTICA,Maio,RADIOFREQUÊNCIA,15.0
MOOCA,ESTÉTICA,Março,CARBOXITERAPIA,17.0
MOOCA,ESTÉTICA,Março,CRIOLIPÓLISE,7.0
MOOCA,ESTÉTICA,Março,DRENAGEM,34.0
MOOCA,ESTÉTICA,Março,DRENAGEM 30 MIN,10.0
MOOCA,ESTÉTICA,Março,HECCUS,36.0
MOOCA,ESTÉTICA,Março,LIMPEZA DE PELE,76.0
MOOCA,ESTÉTICA,Março,PRÓ- SHAPE,8.0
MOOCA,ESTÉTICA,Novembro,CARBOXITERAPIA,19.0
MOOCA,ESTÉTICA,Novembro,CRIOLIPÓLISE,7.0
MOOCA,ESTÉTICA,Novembro,DRENAGEM,91.0
MOOCA,ESTÉTICA,Novembro,DRENAGEM 30 MIN,5.0
MOOCA,ESTÉTICA,Novembro,HECCUS,43.0
MOOCA,ESTÉTICA,Novembro,HIDRATAÇÃO,1.0
MOOCA,ESTÉTICA,Novembro,LIMPEZA DE PELE,144.0
MOOCA,ESTÉTICA,Novembro,PEELING DE DIAMANTE,1.0
MOOCA,ESTÉTICA,Novembro,PRÓ-SHAPE,10.0
MOOCA,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,2.0
MOOCA,ESTÉTICA,Outubro,CARBOXITERAPIA,37.0
MOOCA,ESTÉTICA,Outubro,CRIOLIPÓLISE,18.0
MOOCA,ESTÉTICA,Outubro,DRENAGEM,50.0
MOOCA,ESTÉTICA,Outubro,DRENAGEM 30 MIN,2.0
MOOCA,ESTÉTICA,Outubro,HECCUS,29.0
MOOCA,ESTÉTICA,Outubro,LIMPEZA DE PELE,33.0
MOOCA,ESTÉTICA,Outubro,PRÓ-SHAPE,9.0
MOOCA,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,11.0
MOOCA,ESTÉTICA,Setembro,CARBOXITERAPIA,8.0
MOOCA,ESTÉTICA,Setembro,CRIOLIPÓLISE,10.0
MOOCA,ESTÉTICA,Setembro,DRENAGEM,67.0
MOOCA,ESTÉTICA,Setembro,DRENAGEM 30 MIN,11.0
MOOCA,ESTÉTICA,Setembro,HECCUS,28.0
MOOCA,ESTÉTICA,Setembro,LIMPEZA DE PELE,30.0
MOOCA,ESTÉTICA,Setembro,PRÓ- SHAPE,2.0
MOOCA,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,10.0
MOOCA,LAVIEEN,Agosto,LAVIEEN,38.0
MOOCA,LAVIEEN,Agosto,PRÓ-SÉRUM,24.0
MOOCA,LAVIEEN,Fevereiro,LAVIEEN,34.0
MOOCA,LAVIEEN,Janeiro,LAVIEEN,39.0
MOOCA,LAVIEEN,Julho,LAVIEEN,49.0
MOOCA,LAVIEEN,Julho,PRÓ-SÉRUM,19.0
MOOCA,LAVIEEN,Junho,LAVIEEN,40.0
MOOCA,LAVIEEN,Junho,PRÓ-SÉRUM,23.0
MOOCA,LAVIEEN,Maio,LAVIEEN,41.0
MOOCA,LAVIEEN,Maio,PRÓ-SÉRUM,16.0
MOOCA,LAVIEEN,Março,LAVIEEN,13.0
MOOCA,LAVIEEN,Novembro,LAVIEEN,59.0
MOOCA,LAVIEEN,Novembro,PRÓ-SÉRUM,51.0
MOOCA,LAVIEEN,Outubro,LAVIEEN,14.0
MOOCA,LAVIEEN,Outubro,PRÓ-SÉRUM,12.0
MOOCA,LAVIEEN,Setembro,LAVIEEN,35.0
MOOCA,LAVIEEN,Setembro,PRÓ-SÉRUM,12.0
MOOCA,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,10.0
MOOCA,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,17.0
MOOCA,MEDICINA ESTÉTICA,Agosto,PRÓ-BELLA,10.0
MOOCA,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,45.0
MOOCA,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,5.0
MOOCA,MEDICINA ESTÉTICA,Agosto,RADIESSE,2.0
MOOCA,MEDICINA ESTÉTICA,Agosto,SCULPTRA,12.0
MOOCA,MEDICINA ESTÉTICA,Agosto,SECAGEM,6.0
MOOCA,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,1.0
MOOCA,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,7.0
MOOCA,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,1.0
MOOCA,MEDICINA ESTÉTICA,Fevereiro,ENZIMA MELASMA,3.0
MOOCA,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,9.0
MOOCA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-BELLA,2.0
MOOCA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,29.0
MOOCA,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,1.0
MOOCA,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,8.0
MOOCA,MEDICINA ESTÉTICA,Janeiro,BOTOX POWER,8.0
MOOCA,MEDICINA ESTÉTICA,Janeiro,PREENCHIMENTO,21.0
MOOCA,MEDICINA ESTÉTICA,Janeiro,PRÓ-BELLA,3.0
MOOCA,MEDICINA ESTÉTICA,Janeiro,PRÓ-LIPO,21.0
MOOCA,MEDICINA ESTÉTICA,Janeiro,SCULPTRA,4.0
MOOCA,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,3.0
MOOCA,MEDICINA ESTÉTICA,Julho,BOTOX POWER,13.0
MOOCA,MEDICINA ESTÉTICA,Julho,DERMAROLLER,3.0
MOOCA,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,17.0
MOOCA,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,17.0
MOOCA,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,15.0
MOOCA,MEDICINA ESTÉTICA,Julho,SCULPTRA,16.0
MOOCA,MEDICINA ESTÉTICA,Julho,SECAGEM,1.0
MOOCA,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,1.0
MOOCA,MEDICINA ESTÉTICA,Junho,BOTOX POWER,4.0
MOOCA,MEDICINA ESTÉTICA,Junho,DERMAROLLER,6.0
MOOCA,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,12.0
MOOCA,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,9.0
MOOCA,MEDICINA ESTÉTICA,Junho,PRÓ-BELLA,10.0
MOOCA,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,5.0
MOOCA,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,8.0
MOOCA,MEDICINA ESTÉTICA,Junho,RADIESSE,2.0
MOOCA,MEDICINA ESTÉTICA,Junho,SCULPTRA,11.0
MOOCA,MEDICINA ESTÉTICA,Junho,SECAGEM,1.0
MOOCA,MEDICINA ESTÉTICA,Maio,BOTOX POWER,15.0
MOOCA,MEDICINA ESTÉTICA,Maio,DERMAROLLER,3.0
MOOCA,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,11.0
MOOCA,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,18.0
MOOCA,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,5.0
MOOCA,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,35.0
MOOCA,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,20.0
MOOCA,MEDICINA ESTÉTICA,Maio,RADIESSE,2.0
MOOCA,MEDICINA ESTÉTICA,Maio,SCULPTRA,15.0
MOOCA,MEDICINA ESTÉTICA,Maio,SECAGEM,5.0
MOOCA,MEDICINA ESTÉTICA,Março,BOTOX POWER,7.0
MOOCA,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,7.0
MOOCA,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,15.0
MOOCA,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,5.0
MOOCA,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,10.0
MOOCA,MEDICINA ESTÉTICA,Março,RADIESSE,1.0
MOOCA,MEDICINA ESTÉTICA,Março,SCULPTRA,3.0
MOOCA,MEDICINA ESTÉTICA,Novembro,BOTOX LIGHT,2.0
MOOCA,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,22.0
MOOCA,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,5.0
MOOCA,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,5.0
MOOCA,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,7.0
MOOCA,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,44.0
MOOCA,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,55.0
MOOCA,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,1.0
MOOCA,MEDICINA ESTÉTICA,Novembro,RADIESSE,1.0
MOOCA,MEDICINA ESTÉTICA,Novembro,SCULPTRA,8.0
MOOCA,MEDICINA ESTÉTICA,Novembro,SECAGEM,4.0
MOOCA,MEDICINA ESTÉTICA,Novembro,UP BUMBUM,1.0
MOOCA,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,1.0
MOOCA,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,10.0
MOOCA,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,5.0
MOOCA,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,5.0
MOOCA,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,12.0
MOOCA,MEDICINA ESTÉTICA,Outubro,PRÓ-BELLA,5.0
MOOCA,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,17.0
MOOCA,MEDICINA ESTÉTICA,Outubro,PRÓ-MESO,10.0
MOOCA,MEDICINA ESTÉTICA,Outubro,SCULPTRA,6.0
MOOCA,MEDICINA ESTÉTICA,Outubro,SECAGEM,13.0
MOOCA,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,3.0
MOOCA,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,17.0
MOOCA,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,5.0
MOOCA,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,8.0
MOOCA,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,22.0
MOOCA,MEDICINA ESTÉTICA,Setembro,PRÓ-BELLA,10.0
MOOCA,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,30.0
MOOCA,MEDICINA ESTÉTICA,Setembro,RADIESSE,4.0
MOOCA,MEDICINA ESTÉTICA,Setembro,SCULPTRA,13.0
MOOCA,MEDICINA ESTÉTICA,Setembro,SECAGEM,12.0
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,5.0
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,2.0
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,5.0
MOOCA,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,8.0
MOOCA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,6.0
MOOCA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,1.0
MOOCA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,2.0
MOOCA,ULTRAFORMER_III,Janeiro,ULTRAFORMER FULLFACE,8.0
MOOCA,ULTRAFORMER_III,Janeiro,ULTRAFORMER PAPADA,2.0
MOOCA,ULTRAFORMER_III,Janeiro,ULTRAFORMER PESCOÇO,2.0
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,8.0
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER MAÇA DO ROSTO,3.0
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,1.0
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,15.0
MOOCA,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1.0
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,13.0
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,2.0
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,6.0
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,9.0
MOOCA,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,4.0
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER BRAÇO,1.0
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,10.0
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,4.0
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,11.0
MOOCA,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,6.0
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,9.0
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,8.0
MOOCA,ULTRAFORMER_III,Março,ULTRAFORMER PESCOÇO,1.0
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,8.0
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,5.0
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER GLUTEO,1.0
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,3.0
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,6.0
MOOCA,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,2.0
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,5.0
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO,1.0
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER MAÇA DO ROSTO,1.0
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,1.0
MOOCA,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,9.0
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,18.0
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE + PESCOÇO,1.0
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER GLUTEO,1.0
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,7.0
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,7.0
MOOCA,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,2.0
OSASCO,ESTÉTICA,Agosto,CARBOXITERAPIA,22.0
OSASCO,ESTÉTICA,Agosto,CRIOLIPÓLISE,27.0
OSASCO,ESTÉTICA,Agosto,DRENAGEM,121.0
OSASCO,ESTÉTICA,Agosto,DRENAGEM 30 MIN,5.0
OSASCO,ESTÉTICA,Agosto,HECCUS,20.0
OSASCO,ESTÉTICA,Agosto,LIMPEZA DE PELE,138.0
OSASCO,ESTÉTICA,Agosto,PRÓ-SHAPE,14.0
OSASCO,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,10.0
OSASCO,ESTÉTICA,Fevereiro,CARBOXITERAPIA,20.0
OSASCO,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,5.0
OSASCO,ESTÉTICA,Fevereiro,DRENAGEM,33.0
OSASCO,ESTÉTICA,Fevereiro,HECCUS,3.0
OSASCO,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,108.0
OSASCO,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,30.0
OSASCO,ESTÉTICA,Janeiro,CARBOXITERAPIA,55.0
OSASCO,ESTÉTICA,Janeiro,CRIOLIPÓLISE,17.0
OSASCO,ESTÉTICA,Janeiro,DRENAGEM,16.0
OSASCO,ESTÉTICA,Janeiro,DRENAGEM 30 MIN,1.0
OSASCO,ESTÉTICA,Janeiro,LIMPEZA DE PELE,13.0
OSASCO,ESTÉTICA,Janeiro,PRÓ- SHAPE,5.0
OSASCO,ESTÉTICA,Janeiro,RADIOFREQUÊNCIA,24.0
OSASCO,ESTÉTICA,Julho,CARBOXITERAPIA,18.0
OSASCO,ESTÉTICA,Julho,CRIOLIPÓLISE,8.0
OSASCO,ESTÉTICA,Julho,DRENAGEM,65.0
OSASCO,ESTÉTICA,Julho,HECCUS,20.0
OSASCO,ESTÉTICA,Julho,LIMPEZA DE PELE,208.0
OSASCO,ESTÉTICA,Julho,RADIOFREQUÊNCIA,3.0
OSASCO,ESTÉTICA,Junho,CARBOXITERAPIA,27.0
OSASCO,ESTÉTICA,Junho,CRIOLIPÓLISE,2.0
OSASCO,ESTÉTICA,Junho,DRENAGEM,58.0
OSASCO,ESTÉTICA,Junho,DRENAGEM 30 MIN,15.0
OSASCO,ESTÉTICA,Junho,HECCUS,8.0
OSASCO,ESTÉTICA,Junho,LIMPEZA DE PELE,149.0
OSASCO,ESTÉTICA,Junho,PRÓ- SHAPE,10.0
OSASCO,ESTÉTICA,Junho,RADIOFREQUÊNCIA,25.0
OSASCO,ESTÉTICA,Maio,CARBOXITERAPIA,16.0
OSASCO,ESTÉTICA,Maio,CRIOLIPÓLISE,8.0
OSASCO,ESTÉTICA,Maio,DRENAGEM,106.0
OSASCO,ESTÉTICA,Maio,HECCUS,12.0
OSASCO,ESTÉTICA,Maio,LIMPEZA DE PELE,184.0
OSASCO,ESTÉTICA,Maio,PEELING DE DIAMANTE,4.0
OSASCO,ESTÉTICA,Maio,PRÓ-SHAPE,10.0
